Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b3408	feoA	CDS	2360	1.41	4.59e-01	5.80e-02	0.75	1.9
b4533	ynfO	CDS	4	1.41	7.11e-01	2.57e-01	1.24	1.13
b0306	ykgE	CDS	55	1.4	4.67e-01	6.01e-02	0.74	1.88
b0648	ybeU	CDS	11	1.39	6.05e-01	1.45e-01	0.96	1.46
b2718	hycH	CDS	151	1.39	1.75e-01	5.42e-03	0.5	2.78
b2801	fucP	CDS	16	1.39	6.59e-01	1.93e-01	1.07	1.3
b4123	dcuB	CDS	390	1.39	3.79e-01	3.70e-02	0.67	2.09
b1493	gadB	CDS	5204	1.38	6.97e-01	2.30e-01	1.15	1.2
b3514	mdtF	CDS	1926	1.38	5.24e-01	9.04e-02	0.81	1.69
b0977	hyaF	CDS	433	1.37	5.76e-01	1.31e-01	0.91	1.51
b2626	yfjJ	CDS	8	1.36	6.20e-01	1.61e-01	0.97	1.4
b4330	yjiH	CDS	165	1.35	5.69e-01	1.25e-01	0.88	1.53
b0976	hyaE	CDS	150	1.32	5.48e-01	1.09e-01	0.83	1.6
b1587	ynfE	CDS	354	1.31	3.31e-01	2.23e-02	0.57	2.28
b1895	uspC	CDS	210	1.31	2.03e-02	7.24e-05	0.33	3.97
b2720	hycF	CDS	140	1.31	5.13e-01	8.55e-02	0.76	1.72
b1593	ynfK	CDS	973	1.29	3.67e-01	3.24e-02	0.6	2.14
b4329	yjiG	CDS	155	1.29	4.94e-01	7.35e-02	0.72	1.79
b3511	hdeD	CDS	3777	1.28	6.47e-01	1.80e-01	0.96	1.34
b4628	ykfK	pseudo	0	1.28	 NA	8.26e-01	5.83	0.22
b3507	dctR	CDS	183	1.27	7.05e-01	2.47e-01	1.09	1.16
b3746	ravA	CDS	888	1.27	8.25e-02	1.25e-03	0.39	3.23
b4237	nrdG	CDS	270	1.27	3.05e-02	1.81e-04	0.34	3.74
b4589	ylcI	CDS	13	1.27	5.48e-01	1.10e-01	0.79	1.6
b0715	abrB	CDS	304	1.26	2.14e-01	8.75e-03	0.48	2.62
b1389	paaB	CDS	6	1.26	8.13e-01	4.19e-01	1.55	0.81
b1691	ydiN	CDS	6	1.26	7.97e-01	3.67e-01	1.4	0.9
b2425	cysP	CDS	4335	1.26	7.08e-01	2.53e-01	1.1	1.14
b0848	ybjM	CDS	296	1.24	1.78e-01	5.77e-03	0.45	2.76
b0919	ycbJ	CDS	565	1.24	1.15e-01	2.00e-03	0.4	3.09
b1575	dicB	CDS	1	1.24	 NA	5.14e-01	1.9	0.65
b2142	yohK	CDS	390	1.24	3.66e-01	3.21e-02	0.58	2.14
b2847	yqeI	CDS	94	1.24	3.54e-01	2.72e-02	0.56	2.21
b0762	acrZ	CDS	226	1.23	7.28e-02	1.05e-03	0.38	3.28
b1471	yddK	CDS	1	1.23	 NA	5.64e-01	2.13	0.58
b1492	gadC	CDS	4268	1.23	7.22e-01	2.75e-01	1.13	1.09
b2876	yqeC	CDS	30	1.23	3.54e-01	2.70e-02	0.56	2.21
b4079	fdhF	CDS	3215	1.22	2.12e-01	7.86e-03	0.46	2.66
b4286	yjhV	pseudo	3	1.22	7.76e-01	3.44e-01	1.29	0.95
b4722	idlP	CDS	114	1.21	6.17e-01	1.58e-01	0.86	1.41
b0333	prpC	CDS	14	1.2	6.83e-01	2.15e-01	0.97	1.24
b1028	ymdE	pseudo	4	1.19	7.72e-01	3.36e-01	1.24	0.96
b4721	ytiD	CDS	59	1.19	6.88e-01	2.22e-01	0.98	1.22
b0267	yagA	CDS	8	1.18	6.13e-01	1.52e-01	0.82	1.43
b0824	ybiY	CDS	5	1.18	7.06e-01	2.51e-01	1.03	1.15
b1147	ymfL	CDS	216	1.18	2.41e-01	1.06e-02	0.46	2.56
b1785	cdgI	CDS	66	1.18	4.72e-01	6.29e-02	0.63	1.86
b2774	ygcW	CDS	3	1.18	8.71e-01	5.45e-01	1.96	0.6
b3509	hdeB	CDS	8835	1.18	7.04e-01	2.42e-01	1.01	1.17
b3922	yiiS	CDS	281	1.18	1.48e-01	3.40e-03	0.4	2.93
b0564	appY	CDS	576	1.17	4.44e-01	5.32e-02	0.6	1.93
b1347	rcbA	CDS	7	1.17	7.04e-01	2.42e-01	1	1.17
b1380	ldhA	CDS	465	1.17	3.67e-01	3.31e-02	0.55	2.13
b4139	aspA	CDS	8400	1.17	4.86e-01	7.01e-02	0.65	1.81
b4154	frdA	CDS	7138	1.17	1.70e-01	4.62e-03	0.41	2.83
b1671	ydhX	CDS	26	1.16	4.84e-01	6.88e-02	0.64	1.82
b2141	yohJ	CDS	399	1.16	5.41e-01	9.81e-02	0.7	1.65
b2712	hypF	CDS	615	1.15	2.03e-02	6.66e-05	0.29	3.99
b4380	yjjI	CDS	654	1.15	7.28e-02	1.04e-03	0.35	3.28
b3902	rhaD	CDS	11	1.14	6.17e-01	1.57e-01	0.8	1.42
b4066	yjcF	CDS	7	1.14	5.90e-01	1.38e-01	0.77	1.48
b4326	iraD	CDS	146	1.14	4.86e-01	6.96e-02	0.63	1.81
b2371	yfdE	CDS	26	1.13	6.05e-01	1.45e-01	0.77	1.46
b0828	iaaA	CDS	1826	1.12	4.87e-01	7.16e-02	0.62	1.8
b3521	yhjC	CDS	137	1.12	4.40e-01	5.22e-02	0.58	1.94
b2221	atoD	CDS	2	1.11	 NA	6.90e-01	2.78	0.4
b4756	yqiD	CDS	110	1.11	5.28e-01	9.19e-02	0.66	1.69
b2752	cysD	CDS	5020	1.1	7.59e-01	3.20e-01	1.11	1
b2997	hybO	CDS	1224	1.1	5.47e-01	1.08e-01	0.69	1.61
b3409	feoB	CDS	8429	1.1	5.01e-01	7.57e-02	0.62	1.78
b4692	oweE	pseudo	20	1.1	5.16e-01	8.79e-02	0.64	1.71
b1172	ymgG	CDS	229	1.09	6.15e-01	1.54e-01	0.76	1.43
b1537	ydeJ	CDS	59	1.09	2.78e-01	1.46e-02	0.45	2.44
b2644	yfjY	CDS	1	1.09	 NA	7.09e-01	2.91	0.37
b3952	pflC	CDS	33	1.09	3.02e-01	1.82e-02	0.46	2.36
b4122	fumB	CDS	808	1.09	5.82e-01	1.35e-01	0.73	1.49
b0894	dmsA	CDS	1742	1.08	5.41e-01	9.91e-02	0.65	1.65
b2670	alaE	CDS	479	1.08	5.41e-01	9.96e-02	0.66	1.65
b3158	yhbU	CDS	482	1.08	4.51e-01	5.60e-02	0.57	1.91
b4002	zraP	CDS	9	1.07	7.03e-01	2.41e-01	0.92	1.17
b4439	micF	ncRNA	2	1.07	 NA	6.92e-01	2.7	0.4
b4358	lgoD	CDS	11	1.06	6.17e-01	1.58e-01	0.75	1.41
b0999	cbpM	CDS	235	1.05	3.82e-01	3.77e-02	0.5	2.08
b1930	yedF	CDS	243	1.05	6.06e-01	1.47e-01	0.72	1.45
b2490	hyfJ	CDS	17	1.05	6.47e-01	1.80e-01	0.79	1.34
b0865	ybjP	CDS	691	1.03	3.51e-01	2.65e-02	0.46	2.22
b1376	uspF	CDS	409	1.03	7.28e-02	1.06e-03	0.32	3.28
b1697	ydiQ	CDS	10	1.03	5.69e-01	1.23e-01	0.67	1.54
b2848	yqeJ	CDS	28	1.03	4.45e-01	5.36e-02	0.53	1.93
b3575	yiaK	CDS	15	1.03	6.85e-01	2.19e-01	0.83	1.23
b0995	torR	CDS	174	1.02	3.02e-01	1.81e-02	0.43	2.36
b2335	yfcR	CDS	9	1.02	6.47e-01	1.80e-01	0.76	1.34
b2727	hypB	CDS	613	1.02	2.35e-01	1.02e-02	0.4	2.57
b3721	bglB	CDS	21	1.02	4.06e-01	4.26e-02	0.5	2.03
b4321	gntP	CDS	121	1.01	7.00e-01	2.34e-01	0.85	1.19
b0329	yahO	CDS	1173	1	6.98e-01	2.32e-01	0.84	1.2
b0504	allS	CDS	11	1	6.62e-01	1.94e-01	0.77	1.3
b0992	yccM	CDS	84	1	6.97e-02	8.93e-04	0.3	3.32
b2368	emrK	CDS	24	1	4.68e-01	6.10e-02	0.53	1.87
b1508	hipB	CDS	50	0.99	4.87e-01	7.14e-02	0.55	1.8
b3159	yhbV	CDS	343	0.99	3.34e-01	2.27e-02	0.43	2.28
b1171	ymgD	CDS	403	0.98	6.35e-01	1.71e-01	0.72	1.37
b3526	kdgK	CDS	664	0.98	5.13e-01	8.63e-02	0.57	1.72
b0702	ybfB	CDS	19	0.97	3.73e-01	3.49e-02	0.46	2.11
b1803	yeaX	CDS	33	0.97	5.39e-01	9.52e-02	0.58	1.67
b4521	ycgI	pseudo	19	0.97	6.75e-01	2.03e-01	0.77	1.27
b1000	cbpA	CDS	1096	0.96	4.36e-01	4.98e-02	0.49	1.96
b1178	pliG	CDS	464	0.96	5.69e-01	1.25e-01	0.62	1.53
b1906	yecH	CDS	173	0.95	6.82e-01	2.13e-01	0.76	1.24
b2634	yfjR	CDS	11	0.95	6.59e-01	1.92e-01	0.73	1.3
b3917	sbp	CDS	770	0.95	4.87e-01	7.13e-02	0.52	1.8
b4357	lgoR	CDS	83	0.95	5.42e-01	1.01e-01	0.58	1.64
b0782	moaB	CDS	554	0.94	1.65e-01	4.23e-03	0.33	2.86
b1127	pepT	CDS	1725	0.94	3.69e-01	3.38e-02	0.44	2.12
b2143	cdd	CDS	845	0.94	5.41e-01	1.01e-01	0.57	1.64
b2468	aegA	CDS	175	0.94	1.60e-01	3.89e-03	0.33	2.89
b3161	mtr	CDS	10327	0.94	6.90e-01	2.24e-01	0.77	1.22
b3501	arsR	CDS	45	0.94	4.00e-01	4.06e-02	0.46	2.05
b4737	ymdG	CDS	4	0.94	8.51e-01	5.02e-01	1.4	0.67
b4753	yqfH	CDS	1	0.94	 NA	7.95e-01	3.62	0.26
b0849	grxA	CDS	579	0.93	5.82e-01	1.35e-01	0.62	1.5
b2096	gatY	CDS	14050	0.93	1.23e-01	2.40e-03	0.31	3.04
b2996	hybA	CDS	975	0.93	6.75e-01	2.04e-01	0.73	1.27
b0872	hcr	CDS	69	0.92	3.07e-01	1.89e-02	0.39	2.35
b1905	ftnA	CDS	1912	0.92	7.76e-01	3.44e-01	0.97	0.95
b2080	yegP	CDS	336	0.92	6.90e-01	2.23e-01	0.75	1.22
b3011	yqhD	CDS	526	0.92	3.02e-01	1.83e-02	0.39	2.36
b1004	wrbA	CDS	2002	0.91	7.22e-01	2.75e-01	0.83	1.09
b2061	wzb	CDS	1	0.91	 NA	7.16e-01	2.5	0.36
b2146	preT	CDS	58	0.91	6.51e-01	1.83e-01	0.69	1.33
b4153	frdB	CDS	2520	0.91	3.00e-01	1.76e-02	0.38	2.37
b4457	csrC	ncRNA	9626	0.91	6.21e-01	1.61e-01	0.65	1.4
b1348	ralR	CDS	4	0.9	8.54e-01	5.15e-01	1.38	0.65
b1473	yddG	CDS	226	0.9	3.64e-01	3.14e-02	0.42	2.15
b2635	ypjK	CDS	4	0.9	8.36e-01	4.61e-01	1.22	0.74
b3923	uspD	CDS	556	0.9	2.14e-01	8.57e-03	0.34	2.63
b4087	alsA	CDS	26	0.9	6.76e-01	2.04e-01	0.71	1.27
b0558	ybcV	CDS	10	0.89	8.24e-01	4.33e-01	1.13	0.78
b0621	dcuC	CDS	550	0.89	4.19e-01	4.59e-02	0.44	2
b1480	sra	CDS	2030	0.89	8.00e-01	3.76e-01	1	0.89
b1661	cfa	CDS	4313	0.89	6.52e-01	1.85e-01	0.67	1.33
b2050	wcaI	CDS	13	0.89	6.90e-01	2.25e-01	0.74	1.21
b3661	nlpA	CDS	907	0.89	6.13e-01	1.51e-01	0.62	1.43
b4302	sgcA	CDS	31	0.89	3.66e-01	3.21e-02	0.41	2.14
b0531	sfmC	CDS	1	0.88	 NA	7.07e-01	2.34	0.38
b0693	speF	CDS	28	0.88	6.21e-01	1.62e-01	0.63	1.4
b0704	ybfC	CDS	28	0.88	5.69e-01	1.25e-01	0.58	1.53
b0836	bssR	CDS	940	0.88	7.34e-01	2.88e-01	0.83	1.06
b2298	yfcC	CDS	497	0.88	5.45e-01	1.03e-01	0.54	1.63
b4021	pepE	CDS	1096	0.88	6.10e-01	1.51e-01	0.62	1.44
b3063	ttdT	CDS	19	0.87	6.81e-01	2.10e-01	0.69	1.25
b4452	gadY	ncRNA	40	0.87	7.01e-01	2.37e-01	0.74	1.18
b0904	focA	CDS	5184	0.86	6.18e-01	1.59e-01	0.61	1.41
b1353	sieB	CDS	16	0.86	7.46e-01	3.03e-01	0.84	1.03
b2414	cysK	CDS	24698	0.86	7.59e-01	3.19e-01	0.86	1
b3071	nfeR	CDS	403	0.86	3.02e-01	1.83e-02	0.36	2.36
b4027	yjbF	CDS	7	0.86	8.12e-01	4.03e-01	1.03	0.84
b0622	pagP	CDS	73	0.85	3.00e-01	1.66e-02	0.35	2.4
b1588	ynfF	CDS	2536	0.85	7.06e-01	2.48e-01	0.74	1.15
b2343	yfcZ	CDS	3348	0.85	4.72e-01	6.25e-02	0.45	1.86
b2449	yffR	CDS	90	0.85	3.97e-01	4.01e-02	0.41	2.05
b2942	metK	CDS	5642	0.85	6.56e-01	1.88e-01	0.65	1.32
b4097	phnK	CDS	5	0.85	8.00e-01	3.74e-01	0.95	0.89
b1589	ynfG	CDS	649	0.84	6.98e-01	2.31e-01	0.7	1.2
b1974	yodB	CDS	88	0.84	6.81e-01	2.08e-01	0.67	1.26
b2579	grcA	CDS	38509	0.84	7.02e-01	2.38e-01	0.71	1.18
b2648	pinH	pseudo	5	0.84	8.84e-01	5.77e-01	1.51	0.56
b3612	gpmM	CDS	11947	0.84	4.93e-01	7.31e-02	0.47	1.79
b4605	ypaB	CDS	4	0.84	8.29e-01	4.43e-01	1.1	0.77
b4672	ymiB	CDS	4	0.84	8.45e-01	4.83e-01	1.2	0.7
b0199	metN	CDS	795	0.83	6.39e-01	1.72e-01	0.61	1.36
b1507	hipA	CDS	237	0.83	2.66e-01	1.37e-02	0.34	2.47
b1797	yeaR	CDS	37	0.83	8.00e-01	3.77e-01	0.94	0.88
b3010	yqhC	CDS	129	0.83	6.50e-01	1.82e-01	0.62	1.34
b3211	yhcC	CDS	136	0.83	5.25e-01	9.08e-02	0.49	1.69
b1751	ydjY	CDS	40	0.82	3.24e-01	2.14e-02	0.36	2.3
b2424	cysU	CDS	1782	0.82	8.13e-01	4.19e-01	1.02	0.81
b3889	yiiE	CDS	4	0.82	8.57e-01	5.22e-01	1.29	0.64
b4697	yrdF	pseudo	45	0.82	3.07e-01	1.90e-02	0.35	2.35
b0895	dmsB	CDS	662	0.81	6.47e-01	1.81e-01	0.61	1.34
b1241	adhE	CDS	33206	0.81	4.18e-01	4.54e-02	0.4	2
b3049	glgS	CDS	253	0.81	5.09e-01	8.20e-02	0.46	1.74
b3764	maoP	CDS	3977	0.81	7.18e-01	2.68e-01	0.73	1.11
b0343	lacY	CDS	22	0.8	7.31e-01	2.83e-01	0.75	1.07
b1141	xisE	CDS	96	0.8	4.70e-01	6.16e-02	0.43	1.87
b2000	flu	CDS	450	0.8	4.73e-01	6.31e-02	0.43	1.86
b2870	ygeW	CDS	6	0.8	8.84e-01	5.77e-01	1.43	0.56
b3136	agaS	CDS	7	0.8	8.86e-01	5.84e-01	1.45	0.55
b0340	cynS	CDS	27	0.79	4.78e-01	6.58e-02	0.43	1.84
b0557	borD	CDS	3214	0.79	8.34e-01	4.51e-01	1.05	0.75
b1391	paaD	CDS	8	0.79	7.97e-01	3.69e-01	0.88	0.9
b2393	nupC	CDS	3259	0.79	7.00e-01	2.34e-01	0.66	1.19
b2852	ygeH	CDS	3	0.79	8.93e-01	6.10e-01	1.55	0.51
b3106	yhaK	CDS	51	0.79	3.92e-01	3.89e-02	0.38	2.07
b3880	yihS	CDS	43	0.79	3.64e-01	3.09e-02	0.37	2.16
b4593	ymgI	CDS	8	0.79	8.45e-01	4.85e-01	1.13	0.7
b0775	bioB	CDS	1074	0.78	7.76e-01	3.43e-01	0.82	0.95
b0784	moaD	CDS	212	0.78	1.60e-01	3.91e-03	0.27	2.89
b1409	ynbB	CDS	5	0.78	8.37e-01	4.63e-01	1.07	0.73
b2013	yeeE	CDS	3441	0.78	8.24e-01	4.31e-01	0.99	0.79
b3253	yhdH	CDS	833	0.78	2.04e-01	7.31e-03	0.29	2.68
b0615	citF	CDS	19	0.77	6.03e-01	1.44e-01	0.53	1.46
b3646	yicG	CDS	380	0.77	7.38e-01	2.93e-01	0.73	1.05
b4056	yjbQ	CDS	424	0.77	3.54e-01	2.84e-02	0.35	2.19
b0614	citX	CDS	6	0.76	8.44e-01	4.78e-01	1.07	0.71
b1462	yddH	CDS	44	0.76	7.76e-01	3.43e-01	0.81	0.95
b1780	yeaD	CDS	1828	0.76	6.87e-01	2.20e-01	0.62	1.23
b3337	bfd	CDS	461	0.76	6.85e-01	2.18e-01	0.61	1.23
b4514	ybfQ	CDS	10	0.76	7.05e-01	2.43e-01	0.65	1.17
b1205	ychH	CDS	910	0.75	1.23e-01	2.40e-03	0.25	3.04
b1287	yciW	CDS	896	0.75	7.03e-01	2.40e-01	0.64	1.17
b1920	tcyJ	CDS	6535	0.75	7.06e-01	2.50e-01	0.66	1.15
b3128	garD	CDS	133	0.75	3.54e-01	2.77e-02	0.34	2.2
b3680	yidL	CDS	25	0.75	6.32e-01	1.68e-01	0.54	1.38
b4379	yjjW	CDS	283	0.75	2.48e-01	1.18e-02	0.3	2.52
b0896	dmsC	CDS	1103	0.74	6.62e-01	1.94e-01	0.57	1.3
b1672	ydhW	CDS	38	0.74	5.87e-01	1.37e-01	0.5	1.49
b1677	lpp	CDS	84549	0.74	6.57e-01	1.90e-01	0.56	1.31
b1757	ynjE	CDS	235	0.74	4.39e-01	5.14e-02	0.38	1.95
b3587	yiaW	CDS	3	0.74	9.01e-01	6.42e-01	1.59	0.47
b3828	metR	CDS	209	0.74	6.06e-01	1.47e-01	0.51	1.45
b3925	glpX	CDS	1205	0.74	4.75e-01	6.38e-02	0.4	1.85
b4128	ghoS	CDS	53	0.74	8.00e-01	3.78e-01	0.84	0.88
b4613	dinQ	CDS	347	0.74	5.41e-01	1.01e-01	0.45	1.64
b4743	ynaL	CDS	39	0.74	8.50e-01	4.94e-01	1.08	0.68
b0011	yaaW	CDS	27	0.73	6.17e-01	1.57e-01	0.51	1.41
b2048	cpsG	CDS	19	0.73	7.22e-01	2.75e-01	0.67	1.09
b2764	cysJ	CDS	6828	0.73	8.40e-01	4.72e-01	1.02	0.72
b2900	yqfB	CDS	341	0.73	5.47e-01	1.08e-01	0.45	1.61
b3118	tdcA	CDS	43	0.73	7.46e-01	3.02e-01	0.71	1.03
b0752	zitB	CDS	219	0.72	2.48e-01	1.13e-02	0.28	2.53
b1223	narK	CDS	1030	0.72	7.76e-01	3.44e-01	0.76	0.95
b1590	ynfH	CDS	1331	0.72	7.17e-01	2.66e-01	0.65	1.11
b2871	ygeX	CDS	10	0.72	7.02e-01	2.39e-01	0.62	1.18
b2995	hybB	CDS	986	0.72	7.22e-01	2.76e-01	0.66	1.09
b3548	yhjY	CDS	207	0.72	3.00e-01	1.78e-02	0.3	2.37
b3916	pfkA	CDS	8130	0.72	3.00e-01	1.77e-02	0.3	2.37
b4244	pyrI	CDS	20285	0.72	8.38e-01	4.69e-01	1	0.72
b4328	iadA	CDS	1492	0.72	5.59e-01	1.18e-01	0.46	1.56
b1151	beeE	CDS	27	0.71	6.67e-01	1.98e-01	0.55	1.29
b1685	ydiH	CDS	544	0.71	8.06e-01	3.89e-01	0.82	0.86
b2147	preA	CDS	100	0.71	7.02e-01	2.39e-01	0.6	1.18
b2297	pta	CDS	17517	0.71	6.90e-01	2.26e-01	0.58	1.21
b2448	yffQ	CDS	11	0.71	8.28e-01	4.40e-01	0.92	0.77
b3552	yiaD	CDS	492	0.71	6.86e-01	2.19e-01	0.58	1.23
b4025	pgi	CDS	9273	0.71	3.84e-01	3.79e-02	0.34	2.08
b4152	frdC	CDS	1628	0.71	5.08e-01	8.04e-02	0.41	1.75
b4187	aidB	CDS	704	0.71	6.97e-01	2.30e-01	0.59	1.2
b4190	yjfP	CDS	158	0.71	3.05e-02	1.80e-04	0.19	3.75
b4558	yifL	CDS	564	0.71	3.26e-01	2.18e-02	0.31	2.29
b0897	ycaC	CDS	841	0.7	8.36e-01	4.59e-01	0.95	0.74
b1779	gapA	CDS	97164	0.7	5.76e-01	1.31e-01	0.46	1.51
b2966	yqgA	CDS	224	0.7	5.45e-01	1.05e-01	0.43	1.62
b3502	arsB	CDS	75	0.7	5.82e-01	1.34e-01	0.47	1.5
b3946	fsaB	CDS	30	0.7	5.09e-01	8.14e-02	0.4	1.74
b3949	frwC	CDS	12	0.7	8.12e-01	4.06e-01	0.84	0.83
b0953	rmf	CDS	4730	0.69	8.34e-01	4.54e-01	0.92	0.75
b1251	yciI	CDS	941	0.69	5.48e-01	1.11e-01	0.43	1.59
b2051	gmm	CDS	7	0.69	8.45e-01	4.83e-01	0.99	0.7
b3107	yhaL	CDS	129	0.69	3.41e-01	2.49e-02	0.31	2.24
b3157	yhbT	CDS	1617	0.69	2.28e-01	9.64e-03	0.27	2.59
b3774	ilvC	CDS	2723	0.69	2.56e-01	1.28e-02	0.28	2.49
b3919	tpiA	CDS	13088	0.69	5.48e-01	1.13e-01	0.44	1.59
b3945	gldA	CDS	939	0.69	4.67e-01	6.03e-02	0.37	1.88
b4211	qorB	CDS	135	0.69	3.69e-01	3.42e-02	0.33	2.12
b4245	pyrB	CDS	29556	0.69	8.51e-01	5.06e-01	1.03	0.67
b4325	yjiC	CDS	18	0.69	8.21e-01	4.27e-01	0.87	0.79
b4584	rpnD	pseudo	113	0.69	2.72e-01	1.42e-02	0.28	2.45
b0945	pyrD	CDS	6566	0.68	7.37e-01	2.92e-01	0.65	1.05
b1752	ydjZ	CDS	50	0.68	4.87e-01	7.19e-02	0.38	1.8
b1976	mtfA	CDS	564	0.68	3.73e-02	3.22e-04	0.19	3.6
b2415	ptsH	CDS	12526	0.68	6.53e-01	1.86e-01	0.51	1.32
b3508	yhiD	CDS	1215	0.68	8.53e-01	5.10e-01	1.03	0.66
