Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b3993	thiE	CDS	1754	2.31	9.40e-02	7.43e-03	0.86	2.68
b4293	fecI	CDS	1580	2.31	8.38e-03	2.88e-04	0.64	3.63
b0591	entS	CDS	1349	2.3	6.49e-02	4.41e-03	0.81	2.85
b1008	rutE	CDS	4	2.28	 NA	1.66e-01	1.65	1.38
b1154	ycfK	CDS	8	2.28	3.58e-01	6.84e-02	1.25	1.82
b4627	ykfL	pseudo	3	2.28	 NA	1.74e-01	1.68	1.36
b4299	yjhI	CDS	13	2.26	1.61e-01	1.69e-02	0.94	2.39
b4746	yddY	CDS	4	2.25	 NA	1.37e-01	1.51	1.49
b0574	cusB	CDS	41	2.24	6.53e-09	2.95e-11	0.34	6.65
b4739	ymgL	CDS	12	2.24	2.82e-01	4.46e-02	1.12	2.01
b1705	ydiE	CDS	271	2.23	2.56e-02	1.19e-03	0.69	3.24
b3992	thiF	CDS	1727	2.21	1.43e-01	1.41e-02	0.9	2.45
b4691	sroH	ncRNA	429	2.2	1.25e-01	1.17e-02	0.87	2.52
b4726	yabR	CDS	0	2.2	 NA	7.42e-01	6.69	0.33
b2005	cbtA	CDS	1	2.18	 NA	4.72e-01	3.03	0.72
b2358	yfdO	CDS	1	2.18	 NA	4.50e-01	2.89	0.76
b3991	thiG	CDS	1918	2.18	1.35e-01	1.30e-02	0.88	2.48
b0150	fhuA	CDS	7763	2.17	7.77e-03	2.65e-04	0.59	3.65
b3942	katG	CDS	8334	2.16	1.34e-40	9.58e-44	0.16	13.87
b0592	fepB	CDS	946	2.13	3.44e-02	1.72e-03	0.68	3.13
b4183	yjfK	CDS	14	2.12	4.32e-02	2.43e-03	0.7	3.03
b1262	trpC	CDS	4838	2.09	9.92e-02	8.11e-03	0.79	2.65
b2676	nrdF	CDS	687	2.08	1.19e-01	1.06e-02	0.82	2.55
b3943	yijE	CDS	348	2.08	1.16e-09	4.13e-12	0.3	6.93
b2361	yfdR	CDS	1	2.07	 NA	6.47e-01	4.51	0.46
b2155	cirA	CDS	17529	2.06	3.19e-01	5.65e-02	1.08	1.91
b4407	thiS	CDS	474	2.05	1.81e-01	2.09e-02	0.89	2.31
b3990	thiH	CDS	2827	2.04	1.86e-01	2.18e-02	0.89	2.29
b0152	fhuD	CDS	723	2.03	8.71e-02	6.74e-03	0.75	2.71
b1503	ydeR	CDS	5	2.03	 NA	1.33e-01	1.35	1.5
b3769	ilvM	CDS	32	2.03	9.94e-03	3.48e-04	0.57	3.58
b0294	ecpR	CDS	12	2.02	2.02e-01	2.46e-02	0.9	2.25
b0589	fepG	CDS	557	2.01	1.82e-01	2.11e-02	0.87	2.31
b1041	csgB	CDS	5	2.01	 NA	1.39e-01	1.36	1.48
b1085	yceQ	CDS	1	2.01	 NA	2.85e-01	1.88	1.07
b4415	hokE	CDS	7	2.01	 NA	5.17e-02	1.03	1.95
b0044	fixX	CDS	2	2	 NA	2.81e-01	1.85	1.08
b0468	ybaN	CDS	591	2	1.97e-02	8.60e-04	0.6	3.33
b4291	fecA	CDS	1799	2	1.17e-01	1.03e-02	0.78	2.57
b0326	yahL	CDS	9	1.99	4.74e-01	1.20e-01	1.28	1.56
b0719	ybgD	CDS	5	1.99	 NA	1.20e-01	1.28	1.55
b1375	ynaE	CDS	455	1.96	4.01e-01	8.54e-02	1.14	1.72
b2392	mntH	CDS	1405	1.96	4.91e-04	1.02e-05	0.45	4.41
b4652	yibU	pseudo	2	1.96	 NA	3.15e-01	1.95	1
b0583	entD	CDS	674	1.95	4.19e-01	9.41e-02	1.17	1.67
b1029	ycdU	CDS	18	1.95	6.03e-02	3.95e-03	0.68	2.88
b0989	cspH	CDS	93	1.94	4.70e-01	1.17e-01	1.23	1.57
b1970	yedX	CDS	46	1.94	1.07e-04	1.69e-06	0.41	4.79
b0590	fepD	CDS	590	1.93	1.70e-01	1.86e-02	0.82	2.35
b0364	yaiS	CDS	5	1.92	 NA	1.03e-01	1.18	1.63
b0555	rrrD	CDS	55	1.87	8.85e-05	1.31e-06	0.39	4.84
b1146	ymfT	CDS	27	1.87	2.80e-03	7.72e-05	0.47	3.95
b0151	fhuC	CDS	1205	1.86	1.02e-01	8.43e-03	0.7	2.63
b1552	cspI	CDS	289	1.86	6.46e-01	2.54e-01	1.63	1.14
b2339	yfcV	CDS	6	1.86	 NA	6.45e-02	1.01	1.85
b0533	sfmH	CDS	6	1.85	 NA	1.48e-01	1.28	1.44
b2853	ygeI	CDS	3	1.83	 NA	3.12e-01	1.81	1.01
b3904	rhaB	CDS	8	1.8	1.69e-01	1.83e-02	0.76	2.36
b1141	xisE	CDS	96	1.79	1.02e-04	1.58e-06	0.37	4.8
b4490	efeU	pseudo	1232	1.79	1.16e-01	1.02e-02	0.69	2.57
b0012	mbiA	CDS	5	1.78	 NA	7.30e-02	0.99	1.79
b1183	umuD	CDS	130	1.78	2.80e-03	7.66e-05	0.45	3.95
b4268	idnK	CDS	22	1.78	2.98e-01	5.00e-02	0.91	1.96
b0613	citG	CDS	2	1.74	 NA	3.12e-01	1.72	1.01
b4638	ttcC	pseudo	10	1.74	2.02e-01	2.44e-02	0.77	2.25
b0247	ykfG	CDS	2	1.73	 NA	3.51e-01	1.86	0.93
b1147	ymfL	CDS	216	1.72	3.55e-03	1.03e-04	0.44	3.88
b2712	hypF	CDS	615	1.72	2.11e-07	1.46e-09	0.28	6.05
b0804	ybiX	CDS	732	1.71	4.26e-01	9.72e-02	1.03	1.66
b2166	psuK	CDS	18	1.71	6.09e-01	2.19e-01	1.39	1.23
b2852	ygeH	CDS	3	1.71	 NA	1.63e-01	1.23	1.39
b3264	envR	CDS	4	1.71	 NA	3.85e-01	1.97	0.87
b4704	arrS	ncRNA	3	1.71	 NA	4.06e-01	2.06	0.83
b0475	hemH	CDS	791	1.69	2.04e-08	1.07e-10	0.26	6.46
b1158	pinE	CDS	7	1.69	 NA	8.90e-02	0.99	1.7
b0122	yacC	CDS	801	1.68	2.33e-03	6.32e-05	0.42	4
b4184	yjfL	CDS	7	1.68	3.86e-01	7.97e-02	0.96	1.75
b4752	yecU	CDS	3	1.68	 NA	2.12e-01	1.34	1.25
b0586	entF	CDS	7255	1.67	5.17e-01	1.45e-01	1.15	1.46
b0367	tauC	CDS	22	1.66	1.08e-01	9.24e-03	0.64	2.6
b4455	hokA	CDS	1	1.66	 NA	6.25e-01	3.39	0.49
b4647	mokA	pseudo	1	1.66	 NA	6.25e-01	3.39	0.49
b4145	yjeJ	CDS	63	1.65	4.32e-02	2.42e-03	0.54	3.03
b1355	ydaG	CDS	12	1.64	3.09e-01	5.30e-02	0.85	1.94
b4692	oweE	pseudo	20	1.64	1.75e-02	7.35e-04	0.48	3.38
b4744	ynaM	CDS	351	1.64	4.35e-01	1.02e-01	1	1.64
b1495	yddB	CDS	186	1.63	5.97e-02	3.86e-03	0.56	2.89
b4510	rzoD	CDS	7	1.63	 NA	4.07e-02	0.79	2.05
b1544	ydfK	CDS	392	1.62	5.33e-01	1.58e-01	1.15	1.41
b3518	ccp	CDS	263	1.62	2.07e-07	1.38e-09	0.27	6.06
b4367	fhuF	CDS	7691	1.62	2.76e-01	4.19e-02	0.79	2.03
b1144	ymfJ	CDS	265	1.61	2.70e-08	1.48e-10	0.25	6.41
b1149	ymfN	CDS	70	1.61	4.55e-06	5.09e-08	0.3	5.45
b4445	omrB	ncRNA	7	1.61	 NA	2.13e-01	1.29	1.25
b1043	csgC	CDS	7	1.6	6.09e-01	2.18e-01	1.3	1.23
b1140	intE	CDS	362	1.6	4.12e-11	8.82e-14	0.21	7.46
b4693	aaaE	pseudo	53	1.6	1.21e-04	1.97e-06	0.34	4.76
b0595	entB	CDS	3250	1.59	5.63e-01	1.76e-01	1.18	1.35
b0605	ahpC	CDS	9525	1.59	1.12e-10	2.67e-13	0.22	7.31
b1452	yncE	CDS	9117	1.58	3.77e-01	7.58e-02	0.89	1.78
b3161	mtr	CDS	10327	1.58	2.71e-01	4.06e-02	0.77	2.05
b0236	prfH	pseudo	6	1.57	 NA	1.90e-01	1.2	1.31
b3458	livK	CDS	674	1.57	8.73e-08	5.40e-10	0.25	6.21
b1396	paaI	CDS	17	1.56	5.29e-02	3.25e-03	0.53	2.94
b3566	xylF	CDS	25	1.54	1.30e-01	1.23e-02	0.61	2.5
b4541	yehK	CDS	3	1.54	 NA	3.10e-01	1.52	1.01
b0013	yaaI	CDS	6	1.53	 NA	1.01e-01	0.93	1.64
b2850	ygeF	pseudo	2	1.52	 NA	3.17e-01	1.52	1
b3215	yhcA	CDS	10	1.52	2.89e-01	4.72e-02	0.76	1.98
b1148	ymfM	CDS	50	1.51	4.94e-02	2.95e-03	0.51	2.97
b0990	cspG	CDS	8484	1.5	5.41e-01	1.61e-01	1.07	1.4
b2531	iscR	CDS	1818	1.5	2.72e-07	2.14e-09	0.25	5.99
b4578	yncK	pseudo	6	1.5	 NA	1.33e-01	1	1.5
b4665	ibsC	CDS	17	1.5	3.54e-01	6.70e-02	0.82	1.83
b0958	sulA	CDS	1231	1.49	4.76e-07	4.19e-09	0.25	5.88
b4723	ymcF	CDS	4221	1.49	5.69e-01	1.80e-01	1.11	1.34
b2726	hypA	CDS	58	1.48	2.06e-01	2.53e-02	0.66	2.24
b4312	fimB	CDS	664	1.48	2.61e-07	1.99e-09	0.25	6
b3079	ygjJ	CDS	9	1.47	7.13e-01	3.32e-01	1.52	0.97
b0074	leuA	CDS	1384	1.45	6.54e-02	4.45e-03	0.51	2.84
b1460	ydcC	CDS	16	1.45	3.22e-01	5.75e-02	0.76	1.9
b4732	ykiD	CDS	20	1.45	1.17e-01	1.03e-02	0.57	2.57
b4185	yjfM	CDS	13	1.44	3.86e-01	8.03e-02	0.82	1.75
b1362	rzpR	pseudo	4	1.43	 NA	1.93e-01	1.1	1.3
b0501	ybbD	pseudo	11	1.42	2.91e-01	4.76e-02	0.72	1.98
b0006	yaaA	CDS	850	1.41	4.33e-06	4.64e-08	0.26	5.46
b2775	yqcE	CDS	6	1.41	 NA	2.00e-01	1.1	1.28
b3062	ttdB	CDS	7	1.41	 NA	4.12e-02	0.69	2.04
b2385	ypdF	CDS	12	1.4	3.67e-01	7.17e-02	0.78	1.8
b4734	yldA	CDS	6	1.4	 NA	3.94e-01	1.64	0.85
b1184	umuC	CDS	210	1.39	2.92e-03	8.26e-05	0.35	3.94
b3958	argC	CDS	286	1.38	3.65e-02	1.89e-03	0.44	3.11
b0077	ilvI	CDS	1033	1.37	6.64e-02	4.62e-03	0.48	2.83
b0991	ymcE	CDS	552	1.36	6.33e-01	2.42e-01	1.16	1.17
b1152	jayE	pseudo	35	1.36	6.56e-02	4.52e-03	0.48	2.84
b4535	yniD	CDS	9	1.36	4.92e-01	1.29e-01	0.9	1.52
b1252	tonB	CDS	2303	1.35	7.12e-02	5.09e-03	0.48	2.8
b4582	yoeA	pseudo	376	1.35	4.06e-02	2.20e-03	0.44	3.06
b0392	ykiA	pseudo	74	1.34	4.18e-02	2.28e-03	0.44	3.05
b2913	serA	CDS	6068	1.34	2.34e-01	3.22e-02	0.63	2.14
b2983	yghQ	CDS	15	1.34	3.34e-01	6.11e-02	0.72	1.87
b3457	livH	CDS	345	1.34	1.12e-05	1.38e-07	0.26	5.27
b1167	ymgC	CDS	20	1.33	3.14e-01	5.53e-02	0.7	1.92
b0078	ilvH	CDS	345	1.32	1.67e-01	1.80e-02	0.56	2.37
b1025	dgcT	CDS	219	1.32	4.75e-02	2.73e-03	0.44	3
b3005	exbD	CDS	3940	1.32	2.30e-01	3.13e-02	0.62	2.15
b4618	tisB	CDS	728	1.32	1.16e-03	2.72e-05	0.31	4.2
b4027	yjbF	CDS	7	1.31	 NA	1.26e-01	0.86	1.53
b4526	ydaE	CDS	2	1.31	 NA	6.07e-01	2.54	0.51
b0001	thrL	CDS	307	1.3	1.22e-03	2.88e-05	0.31	4.18
b3410	feoC	CDS	1078	1.3	3.32e-01	6.06e-02	0.69	1.88
b3370	frlA	CDS	5	1.29	 NA	3.53e-01	1.39	0.93
b2540	hcaC	CDS	28	1.28	2.34e-01	3.21e-02	0.6	2.14
b4011	yjaA	CDS	19	1.28	5.72e-01	1.83e-01	0.96	1.33
b4593	ymgI	CDS	8	1.28	6.24e-01	2.33e-01	1.07	1.19
b0263	afuB	pseudo	22	1.27	1.82e-01	2.13e-02	0.55	2.3
b1567	ydfW	CDS	6	1.27	 NA	2.52e-01	1.11	1.15
b2774	ygcW	CDS	3	1.27	 NA	3.90e-01	1.48	0.86
b3563	yiaB	CDS	4	1.27	 NA	3.53e-01	1.37	0.93
b4313	fimE	CDS	43	1.27	3.22e-01	5.76e-02	0.67	1.9
b1615	uidC	CDS	14	1.26	4.09e-01	8.99e-02	0.74	1.7
b4702	mgtL	CDS	193	1.26	1.22e-01	1.13e-02	0.5	2.53
b2333	yfcP	CDS	9	1.25	3.86e-01	8.00e-02	0.72	1.75
b3330	gspI	CDS	5	1.25	 NA	2.25e-01	1.03	1.21
b0241	phoE	CDS	18	1.24	3.46e-01	6.50e-02	0.67	1.85
b0293	ecpA	CDS	124	1.24	3.00e-02	1.44e-03	0.39	3.19
b0556	rzpD	CDS	25	1.24	1.54e-01	1.58e-02	0.51	2.41
b0908	aroA	CDS	2483	1.24	4.86e-02	2.86e-03	0.41	2.98
b4038	yjbI	pseudo	15	1.24	5.72e-01	1.83e-01	0.93	1.33
b0292	ecpB	CDS	19	1.23	1.16e-01	1.01e-02	0.48	2.57
b0301	rclC	CDS	30	1.23	1.16e-01	1.00e-02	0.48	2.58
b1057	yceJ	CDS	21	1.23	4.09e-01	8.83e-02	0.72	1.7
b2698	recX	CDS	138	1.22	1.83e-03	4.72e-05	0.3	4.07
b4421	ldrB	CDS	12	1.22	4.54e-01	1.10e-01	0.77	1.6
b1259	yciG	CDS	132	1.21	6.34e-01	2.43e-01	1.04	1.17
b1357	ydaS	CDS	11	1.21	4.18e-01	9.31e-02	0.72	1.68
b3766	ilvL	CDS	97	1.21	1.47e-01	1.47e-02	0.49	2.44
b4109	crfC	CDS	201	1.21	4.30e-02	2.40e-03	0.4	3.04
b1018	efeO	CDS	1949	1.2	4.34e-01	1.01e-01	0.73	1.64
b0770	ybhI	CDS	16	1.19	3.43e-01	6.44e-02	0.64	1.85
b1110	ycfJ	CDS	283	1.19	1.45e-02	5.92e-04	0.35	3.44
b1472	yddL	CDS	0	1.19	 NA	8.60e-01	6.76	0.18
b4622	ytcA	CDS	0	1.19	 NA	8.60e-01	6.76	0.18
b4626	ykfN	pseudo	0	1.19	 NA	8.60e-01	6.76	0.18
b2915	yqfE	pseudo	12	1.18	3.02e-01	5.10e-02	0.6	1.95
b3227	dcuD	CDS	15	1.18	4.44e-01	1.06e-01	0.73	1.62
b3415	gntT	CDS	539	1.18	2.72e-01	4.09e-02	0.58	2.04
b3659	setC	CDS	16	1.18	3.60e-01	6.93e-02	0.65	1.82
b1862	yebB	CDS	12	1.17	6.09e-01	2.20e-01	0.96	1.23
b2252	ais	CDS	22	1.17	3.21e-01	5.69e-02	0.62	1.9
b1557	cspB	CDS	8087	1.16	6.91e-01	3.02e-01	1.12	1.03
b4456	glmZ	ncRNA	940	1.16	1.45e-01	1.44e-02	0.47	2.45
b4508	peaD	pseudo	11	1.16	5.92e-01	2.00e-01	0.9	1.28
b0286	paoA	CDS	26	1.15	4.35e-01	1.02e-01	0.7	1.64
b0812	dps	CDS	7425	1.15	3.81e-01	7.72e-02	0.65	1.77
b2548	yphF	CDS	19	1.15	3.43e-01	6.43e-02	0.62	1.85
b4453	ldrD	CDS	77	1.15	3.81e-01	7.74e-02	0.65	1.77
b4730	yahV	CDS	3	1.15	 NA	6.78e-01	2.77	0.41
b2539	hcaF	CDS	40	1.14	1.39e-01	1.36e-02	0.46	2.47
b3121	yhaC	CDS	12	1.14	5.71e-01	1.82e-01	0.85	1.33
b3141	agaI	CDS	17	1.14	2.68e-01	4.00e-02	0.56	2.05
b3896	yiiG	CDS	44	1.14	3.39e-01	6.28e-02	0.61	1.86
b4047	yjbL	CDS	2	1.14	 NA	6.45e-01	2.48	0.46
b4577	sgrS	ncRNA	49	1.14	2.21e-01	2.88e-02	0.52	2.19
b4733	ylcJ	CDS	2	1.14	 NA	6.13e-01	2.24	0.51
b0153	fhuB	CDS	1400	1.13	5.55e-01	1.70e-01	0.82	1.37
b0563	tfaX	CDS	4	1.13	 NA	4.45e-01	1.47	0.76
b4254	argI	CDS	268	1.13	1.93e-01	2.30e-02	0.5	2.27
b0603	ybdO	CDS	24	1.12	5.26e-01	1.52e-01	0.78	1.43
b2583	yfiP	CDS	246	1.12	1.99e-04	3.55e-06	0.24	4.64
b2855	ygeK	pseudo	7	1.12	6.83e-01	2.94e-01	1.06	1.05
b3587	yiaW	CDS	3	1.12	 NA	4.01e-01	1.33	0.84
b4621	yjbS	CDS	1	1.12	 NA	6.77e-01	2.68	0.42
b4631	ykgQ	pseudo	4	1.12	 NA	4.14e-01	1.37	0.82
b3707	tnaC	CDS	2	1.11	 NA	7.23e-01	3.14	0.35
b4017	arpA	CDS	36	1.11	4.00e-01	8.48e-02	0.64	1.72
b4102	phnF	CDS	2	1.11	 NA	7.07e-01	2.97	0.38
b2334	yfcQ	CDS	8	1.1	6.08e-01	2.16e-01	0.89	1.24
b2770	ygcR	CDS	18	1.1	2.43e-01	3.44e-02	0.52	2.11
b3070	nfeF	CDS	628	1.1	4.86e-02	2.88e-03	0.37	2.98
b4296	yjhF	CDS	36	1.1	1.55e-01	1.61e-02	0.46	2.41
b4662	sgrT	CDS	48	1.1	2.76e-01	4.17e-02	0.54	2.04
b0596	entA	CDS	2228	1.09	7.35e-01	3.69e-01	1.22	0.9
b1884	cheR	CDS	27	1.09	1.27e-01	1.20e-02	0.43	2.51
b3127	garP	CDS	12	1.09	5.98e-01	2.04e-01	0.86	1.27
b3818	yigG	CDS	7	1.09	 NA	2.72e-01	1	1.1
b4527	ydaF	CDS	24	1.09	5.20e-01	1.47e-01	0.75	1.45
b4673	ymjD	CDS	4	1.09	 NA	3.35e-01	1.13	0.96
b4699	fnrS	ncRNA	75	1.09	3.44e-02	1.72e-03	0.35	3.13
b0645	ybeR	CDS	3	1.08	 NA	4.79e-01	1.52	0.71
b0776	bioF	CDS	1020	1.08	4.92e-01	1.29e-01	0.71	1.52
b0777	bioC	CDS	531	1.08	4.94e-01	1.31e-01	0.71	1.51
b0778	bioD	CDS	538	1.08	5.61e-01	1.74e-01	0.8	1.36
b1150	ymfR	CDS	9	1.08	6.18e-01	2.28e-01	0.9	1.2
b1683	sufB	CDS	1124	1.08	5.02e-01	1.36e-01	0.73	1.49
b4572	ylbE	CDS	28	1.08	2.46e-01	3.53e-02	0.51	2.11
b4639	yeeH	pseudo	7	1.08	 NA	3.54e-01	1.16	0.93
b1019	efeB	CDS	1353	1.07	5.71e-01	1.81e-01	0.8	1.34
b1801	yeaV	CDS	10	1.07	6.42e-01	2.50e-01	0.93	1.15
b2738	ygbL	CDS	26	1.07	1.82e-01	2.13e-02	0.47	2.3
b4596	yciZ	CDS	104	1.07	2.10e-01	2.64e-02	0.48	2.22
b0210	yafE	CDS	239	1.06	1.98e-01	2.38e-02	0.47	2.26
b0575	cusA	CDS	118	1.06	3.90e-02	2.05e-03	0.34	3.08
b0768	ybhD	CDS	15	1.06	4.35e-01	1.02e-01	0.65	1.63
b2481	hyfA	CDS	7	1.06	7.14e-01	3.34e-01	1.09	0.97
b2760	casA	CDS	45	1.06	1.35e-01	1.30e-02	0.43	2.48
b3006	exbB	CDS	6916	1.06	3.70e-01	7.28e-02	0.59	1.79
b3508	yhiD	CDS	1215	1.06	6.92e-01	3.06e-01	1.03	1.02
b2789	gudP	CDS	23	1.05	3.86e-01	8.00e-02	0.6	1.75
b3425	glpE	CDS	422	1.05	9.78e-04	2.19e-05	0.25	4.24
b3959	argB	CDS	241	1.05	4.01e-02	2.13e-03	0.34	3.07
b0287	yagU	CDS	1365	1.04	4.41e-01	1.04e-01	0.64	1.62
b2253	arnB	CDS	115	1.04	3.32e-01	6.04e-02	0.56	1.88
b2541	hcaB	CDS	65	1.04	1.09e-01	9.39e-03	0.4	2.6
b3140	agaD	CDS	10	1.04	5.33e-01	1.57e-01	0.74	1.42
b4110	yjcZ	CDS	70	1.04	5.59e-02	3.52e-03	0.36	2.92
b1504	ydeS	CDS	5	1.03	 NA	3.50e-01	1.1	0.93
b1261	trpB	CDS	8383	1.02	5.58e-01	1.73e-01	0.75	1.36
b2858	ygeN	pseudo	18	1.02	4.83e-01	1.25e-01	0.66	1.54
b4024	lysC	CDS	1041	1.02	4.86e-02	2.85e-03	0.34	2.98
b0498	ybbC	CDS	54	1.01	1.39e-01	1.36e-02	0.41	2.47
b1690	ydiM	CDS	5	1.01	 NA	4.52e-01	1.35	0.75
b2151	galS	CDS	142	1.01	3.91e-01	8.21e-02	0.58	1.74
b2530	iscS	CDS	5295	1.01	1.30e-02	5.17e-04	0.29	3.47
b2648	pinH	pseudo	5	1.01	 NA	4.61e-01	1.37	0.74
b4754	yqfI	CDS	12	1.01	3.99e-01	8.46e-02	0.58	1.72
b0045	yaaU	CDS	18	1	3.35e-01	6.14e-02	0.54	1.87
b0342	lacA	CDS	25	1	3.81e-01	7.74e-02	0.56	1.77
b2354	yfdK	CDS	29	1	3.09e-01	5.32e-02	0.52	1.93
b3668	uhpB	CDS	632	1	8.88e-04	1.97e-05	0.23	4.27
b4516	insA-4	CDS	48	1	4.86e-02	2.84e-03	0.33	2.98
