Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b3749	rbsA	CDS	1820	3.91	9.41e-07	2.37e-08	0.7	5.58
b2703	srlE	CDS	57	3.87	7.00e-03	8.10e-04	1.16	3.35
b1415	aldA	CDS	3818	3.86	1.43e-06	3.82e-08	0.7	5.5
b3682	glvB	CDS	5	3.86	9.83e-02	2.44e-02	1.72	2.25
b3750	rbsC	CDS	1798	3.84	1.66e-06	4.50e-08	0.7	5.47
b3748	rbsD	CDS	2406	3.83	4.31e-05	1.83e-06	0.8	4.77
b4291	fecA	CDS	1799	3.77	3.38e-05	1.36e-06	0.78	4.83
b1954	dsrA	ncRNA	1	3.74	 NA	1.05e-01	2.3	1.62
b1796	yoaG	CDS	24	3.73	1.73e-03	1.55e-04	0.99	3.78
b2058	wcaB	CDS	4	3.67	 NA	4.22e-02	1.81	2.03
b4735	ybgU	CDS	52	3.63	4.85e-04	3.15e-05	0.87	4.16
b4683	yqeL	CDS	2	3.62	 NA	1.43e-01	2.47	1.47
b1388	paaA	CDS	8	3.54	3.23e-02	5.48e-03	1.27	2.78
b4636	ybfI	pseudo	1	3.47	 NA	4.22e-01	4.33	0.8
b3604	lldR	CDS	233	3.45	7.73e-05	3.75e-06	0.75	4.63
b4730	yahV	CDS	3	3.41	 NA	1.70e-01	2.48	1.37
b0719	ybgD	CDS	5	3.4	3.38e-02	5.76e-03	1.23	2.76
b4654	yjdQ	pseudo	6	3.4	2.92e-01	1.16e-01	2.17	1.57
b3078	ygjI	CDS	18	3.39	3.21e-02	5.38e-03	1.22	2.78
b2964	nupG	CDS	647	3.36	3.59e-04	2.20e-05	0.79	4.24
b2273	yfbN	CDS	11	3.34	5.13e-02	9.93e-03	1.29	2.58
b3908	sodA	CDS	11804	3.34	2.58e-06	7.51e-08	0.62	5.38
b4032	malG	CDS	487	3.33	2.16e-03	2.01e-04	0.9	3.72
b2854	pbl	pseudo	1	3.32	 NA	1.04e-01	2.04	1.63
b2704	srlB	CDS	32	3.28	1.47e-02	2.00e-03	1.06	3.09
b2357	yfdN	CDS	1	3.25	 NA	3.14e-01	3.23	1.01
b0721	sdhC	CDS	2137	3.24	2.11e-05	8.07e-07	0.66	4.93
b2165	psuG	CDS	46	3.23	2.08e-02	3.14e-03	1.09	2.95
b2844	yqeF	CDS	834	3.2	1.69e-05	6.31e-07	0.64	4.98
b4289	fecC	CDS	300	3.16	1.38e-03	1.18e-04	0.82	3.85
b0723	sdhA	CDS	4115	3.15	1.79e-06	4.90e-08	0.58	5.46
b3829	metE	CDS	7533	3.14	1.82e-04	1.01e-05	0.71	4.41
b0724	sdhB	CDS	2706	3.13	8.00e-07	1.92e-08	0.56	5.62
b1019	efeB	CDS	1353	3.13	1.07e-03	8.50e-05	0.8	3.93
b4288	fecD	CDS	222	3.1	9.18e-04	6.99e-05	0.78	3.98
b3415	gntT	CDS	539	3.05	3.86e-06	1.17e-07	0.58	5.3
b4287	fecE	CDS	302	3.03	1.30e-04	6.87e-06	0.67	4.5
b4518	ymdF	CDS	86	3.03	2.51e-03	2.43e-04	0.82	3.67
b1228	ychS	CDS	7	3.02	9.62e-02	2.35e-02	1.33	2.26
b1496	yddA	CDS	86	3	1.64e-03	1.46e-04	0.79	3.8
b0310	ykgH	CDS	20	2.97	4.31e-02	7.96e-03	1.12	2.65
b3225	nanA	CDS	233	2.97	9.00e-04	6.80e-05	0.75	3.98
b3605	lldD	CDS	366	2.97	2.17e-05	8.36e-07	0.6	4.93
b0805	fiu	CDS	5700	2.96	6.08e-02	1.23e-02	1.18	2.5
b1018	efeO	CDS	1949	2.96	6.82e-04	4.85e-05	0.73	4.06
b1011	rutB	CDS	4	2.94	 NA	9.73e-02	1.77	1.66
b2797	sdaB	CDS	6970	2.94	1.22e-02	1.58e-03	0.93	3.16
b0268	yagE	CDS	85	2.93	1.74e-02	2.45e-03	0.97	3.03
b4621	yjbS	CDS	1	2.92	 NA	2.28e-01	2.42	1.2
b4490	efeU	pseudo	1232	2.89	4.85e-04	3.17e-05	0.69	4.16
b1223	narK	CDS	1030	2.87	1.61e-03	1.41e-04	0.75	3.81
b3751	rbsB	CDS	4935	2.87	3.90e-04	2.45e-05	0.68	4.22
b1165	ymgA	CDS	52	2.85	9.48e-08	1.68e-09	0.47	6.03
b4604	yojO	CDS	1	2.85	 NA	3.05e-01	2.78	1.02
b0722	sdhD	CDS	774	2.84	3.67e-05	1.50e-06	0.59	4.81
b2356	yfdM	CDS	1	2.84	 NA	4.29e-01	3.59	0.79
b1224	narG	CDS	2558	2.81	1.75e-03	1.57e-04	0.74	3.78
b3528	dctA	CDS	1970	2.8	1.03e-03	8.12e-05	0.71	3.94
b4365	yjjQ	CDS	7	2.8	1.34e-01	3.57e-02	1.33	2.1
b1154	ycfK	CDS	8	2.79	9.69e-02	2.38e-02	1.24	2.26
b3670	ilvN	CDS	279	2.79	3.19e-03	3.20e-04	0.78	3.6
b0989	cspH	CDS	93	2.77	9.75e-02	2.40e-02	1.23	2.26
b4268	idnK	CDS	22	2.76	1.47e-02	1.99e-03	0.89	3.09
b2796	sdaC	CDS	11675	2.74	2.43e-02	3.83e-03	0.95	2.89
b2240	glpT	CDS	578	2.72	4.62e-03	5.02e-04	0.78	3.48
b1008	rutE	CDS	4	2.71	 NA	9.60e-02	1.63	1.66
b3874	yihN	CDS	97	2.7	1.05e-02	1.32e-03	0.84	3.21
b1167	ymgC	CDS	20	2.66	7.59e-04	5.53e-05	0.66	4.03
b2649	ypjB	CDS	10	2.66	6.88e-02	1.48e-02	1.09	2.44
b1190	dadX	CDS	1262	2.65	3.16e-14	1.77e-16	0.32	8.24
b1821	mntP	CDS	119	2.65	9.08e-04	6.89e-05	0.67	3.98
b3077	ebgC	CDS	20	2.64	9.69e-02	2.38e-02	1.17	2.26
b4290	fecB	CDS	553	2.62	6.87e-04	4.92e-05	0.64	4.06
b4739	ymgL	CDS	12	2.61	8.26e-02	1.89e-02	1.11	2.35
b2537	hcaR	CDS	290	2.6	6.26e-04	4.33e-05	0.64	4.09
b3451	ugpE	CDS	60	2.6	2.36e-05	9.27e-07	0.53	4.91
b3723	bglG	CDS	11	2.59	8.93e-02	2.14e-02	1.13	2.3
b1157	stfE	pseudo	6	2.56	1.80e-01	5.58e-02	1.34	1.91
b2429	murP	CDS	211	2.56	1.01e-04	5.16e-06	0.56	4.56
b3076	ebgA	CDS	111	2.55	1.17e-02	1.50e-03	0.8	3.17
b3267	yhdV	CDS	49	2.55	3.18e-03	3.19e-04	0.71	3.6
b3370	frlA	CDS	5	2.55	1.77e-01	5.45e-02	1.33	1.92
b4321	gntP	CDS	121	2.55	1.58e-02	2.17e-03	0.83	3.07
b4322	uxuA	CDS	272	2.54	7.84e-04	5.74e-05	0.63	4.02
b1929	yedE	CDS	538	2.53	5.56e-04	3.72e-05	0.61	4.12
b0313	betI	CDS	543	2.52	1.11e-03	9.01e-05	0.64	3.92
b1556	essQ	CDS	17	2.52	4.73e-01	2.41e-01	2.15	1.17
b3264	envR	CDS	4	2.51	 NA	1.93e-01	1.93	1.3
b3753	rbsR	CDS	762	2.5	2.21e-03	2.08e-04	0.67	3.71
b1500	safA	CDS	0	2.48	 NA	7.11e-01	6.68	0.37
b4038	yjbI	pseudo	15	2.48	3.55e-02	6.18e-03	0.9	2.74
b4513	kdpF	CDS	1	2.47	 NA	6.62e-01	5.66	0.44
b2172	yeiQ	CDS	262	2.46	7.63e-03	9.01e-04	0.74	3.32
b3752	rbsK	CDS	1984	2.46	1.25e-03	1.05e-04	0.63	3.88
b2210	mqo	CDS	1793	2.45	1.63e-03	1.44e-04	0.65	3.8
b2674	nrdI	CDS	594	2.43	1.41e-02	1.88e-03	0.78	3.11
b3143	yraI	CDS	3	2.42	 NA	2.00e-01	1.89	1.28
b4746	yddY	CDS	4	2.42	 NA	1.10e-01	1.52	1.6
b3671	ilvB	CDS	1502	2.37	1.17e-02	1.51e-03	0.75	3.17
b0269	yagF	CDS	283	2.35	9.60e-03	1.19e-03	0.72	3.24
b2843	kduI	CDS	51	2.35	1.22e-02	1.58e-03	0.75	3.16
b4037	malM	CDS	658	2.35	1.14e-01	2.94e-02	1.08	2.18
b3846	fadB	CDS	200	2.34	5.55e-03	6.20e-04	0.69	3.42
b1598	ydgD	CDS	783	2.33	1.83e-02	2.64e-03	0.77	3.01
b0245	ykfI	CDS	2	2.32	 NA	2.45e-01	2	1.16
b1930	yedF	CDS	243	2.32	8.33e-03	9.95e-04	0.71	3.29
b0236	prfH	pseudo	6	2.31	1.65e-01	4.91e-02	1.17	1.97
b1503	ydeR	CDS	5	2.31	2.42e-01	8.70e-02	1.35	1.71
b4323	uxuB	CDS	375	2.31	1.10e-03	8.94e-05	0.59	3.92
b0726	sucA	CDS	7977	2.3	1.50e-06	4.03e-08	0.42	5.49
b2222	atoA	CDS	1	2.29	 NA	3.57e-01	2.49	0.92
b3110	cyuP	CDS	188	2.29	2.98e-03	2.95e-04	0.63	3.62
b1310	ycjN	CDS	15	2.28	4.35e-02	8.06e-03	0.86	2.65
b3769	ilvM	CDS	32	2.28	7.63e-04	5.57e-05	0.57	4.03
b4069	acs	CDS	1082	2.28	7.38e-04	5.34e-05	0.56	4.04
b4684	yqfG	CDS	2	2.28	 NA	3.93e-01	2.67	0.85
b2004	cbeA	CDS	2	2.27	 NA	3.59e-01	2.48	0.92
b2005	cbtA	CDS	1	2.27	 NA	4.57e-01	3.05	0.74
b2705	srlD	CDS	169	2.27	1.30e-02	1.70e-03	0.72	3.14
b3132	kbaZ	CDS	29	2.26	5.47e-02	1.08e-02	0.88	2.55
b3709	tnaB	CDS	46	2.26	3.54e-02	6.13e-03	0.82	2.74
b2673	nrdH	CDS	278	2.25	5.85e-03	6.60e-04	0.66	3.41
b4036	lamB	CDS	1958	2.25	1.27e-01	3.33e-02	1.06	2.13
b4652	yibU	pseudo	2	2.25	 NA	2.48e-01	1.94	1.16
b1309	ycjM	CDS	31	2.24	1.70e-02	2.40e-03	0.74	3.04
b4508	peaD	pseudo	11	2.24	5.51e-02	1.09e-02	0.88	2.54
b3820	yigI	CDS	335	2.22	8.09e-16	3.02e-18	0.25	8.71
b3074	ygjH	CDS	29	2.21	7.82e-02	1.75e-02	0.93	2.38
b0314	betT	CDS	1001	2.2	1.78e-02	2.52e-03	0.73	3.02
b1615	uidC	CDS	14	2.2	1.60e-02	2.21e-03	0.72	3.06
b4299	yjhI	CDS	13	2.2	8.82e-02	2.09e-02	0.95	2.31
b4740	ymgM	CDS	50	2.2	5.49e-06	1.73e-07	0.42	5.23
b1495	yddB	CDS	186	2.19	1.21e-03	1.01e-04	0.56	3.89
b1616	uidB	CDS	24	2.19	2.36e-03	2.27e-04	0.59	3.69
b4311	nanC	CDS	7	2.19	2.73e-01	1.05e-01	1.35	1.62
b4424	rdlC	ncRNA	8	2.18	3.09e-01	1.26e-01	1.42	1.53
b1189	dadA	CDS	1962	2.17	3.69e-13	2.33e-15	0.27	7.92
b1390	paaC	CDS	9	2.17	1.43e-01	3.97e-02	1.05	2.06
b2428	murQ	CDS	235	2.16	2.33e-03	2.22e-04	0.59	3.69
b3117	tdcB	CDS	66	2.16	6.00e-02	1.22e-02	0.86	2.51
b4459	ryjA	ncRNA	5	2.16	2.15e-01	7.33e-02	1.2	1.79
b4183	yjfK	CDS	14	2.15	1.69e-02	2.37e-03	0.71	3.04
b0563	tfaX	CDS	4	2.14	 NA	1.35e-01	1.44	1.49
b1014	putA	CDS	2890	2.14	2.79e-05	1.11e-06	0.44	4.87
b3224	nanT	CDS	126	2.14	1.83e-03	1.65e-04	0.57	3.77
b0428	cyoE	CDS	10824	2.13	5.63e-04	3.79e-05	0.52	4.12
b1384	feaR	CDS	128	2.13	5.60e-03	6.28e-04	0.62	3.42
b1567	ydfW	CDS	6	2.13	1.65e-01	4.97e-02	1.08	1.96
b4034	malE	CDS	2712	2.13	1.39e-01	3.82e-02	1.03	2.07
b1043	csgC	CDS	7	2.12	2.63e-01	9.91e-02	1.29	1.65
b1225	narH	CDS	1090	2.11	1.88e-02	2.74e-03	0.7	3
b4445	omrB	ncRNA	7	2.1	2.69e-01	1.02e-01	1.28	1.63
b0593	entC	CDS	3906	2.09	1.73e-01	5.30e-02	1.08	1.94
b1160	iraM	CDS	31	2.06	1.36e-01	3.67e-02	0.99	2.09
b4017	arpA	CDS	36	2.05	9.86e-03	1.23e-03	0.63	3.23
b0586	entF	CDS	7255	2.04	2.21e-01	7.58e-02	1.15	1.78
b2675	nrdE	CDS	1744	2.04	4.13e-02	7.54e-03	0.76	2.67
b0583	entD	CDS	674	2.03	2.33e-01	8.23e-02	1.17	1.74
b1158	pinE	CDS	7	2.02	1.45e-01	4.07e-02	0.99	2.05
b0346	mhpR	CDS	140	2.01	2.56e-06	7.29e-08	0.37	5.38
b0584	fepA	CDS	8545	2.01	2.53e-01	9.30e-02	1.2	1.68
b2430	yfeW	CDS	141	2.01	3.45e-03	3.54e-04	0.56	3.57
b3136	agaS	CDS	7	2.01	3.17e-01	1.31e-01	1.33	1.51
b3382	yhfY	CDS	54	2.01	1.95e-02	2.87e-03	0.67	2.98
b4381	deoC	CDS	954	2.01	1.10e-03	8.95e-05	0.51	3.92
b1612	fumA	CDS	1374	1.99	4.44e-09	5.91e-11	0.3	6.55
b0312	betB	CDS	855	1.97	2.79e-03	2.76e-04	0.54	3.64
b0429	cyoD	CDS	3910	1.96	4.75e-04	3.04e-05	0.47	4.17
b1389	paaB	CDS	6	1.96	2.73e-01	1.05e-01	1.21	1.62
b0596	entA	CDS	2228	1.94	2.85e-01	1.11e-01	1.22	1.59
b0681	chiP	CDS	106	1.94	5.17e-02	1.00e-02	0.75	2.57
b3418	malT	CDS	5438	1.94	7.17e-03	8.32e-04	0.58	3.34
b3437	gntK	CDS	103	1.94	5.40e-04	3.59e-05	0.47	4.13
b4476	gntU	CDS	230	1.94	9.31e-04	7.12e-05	0.49	3.97
b4470	cyuA	CDS	318	1.93	1.45e-02	1.94e-03	0.62	3.1
b4451	ryhB	ncRNA	15	1.92	1.04e-01	2.62e-02	0.87	2.22
b0598	cstA	CDS	3238	1.91	6.71e-02	1.43e-02	0.78	2.45
b1226	narJ	CDS	496	1.91	4.91e-02	9.38e-03	0.74	2.6
b4752	yecU	CDS	3	1.91	 NA	1.56e-01	1.34	1.42
b0804	ybiX	CDS	732	1.9	2.00e-01	6.55e-02	1.03	1.84
b1041	csgB	CDS	5	1.9	3.75e-01	1.69e-01	1.38	1.37
b4706	iroK	CDS	12	1.88	1.53e-01	4.37e-02	0.93	2.02
b3134	agaW	pseudo	22	1.85	1.31e-01	3.50e-02	0.88	2.11
b3934	cytR	CDS	1005	1.85	4.48e-03	4.84e-04	0.53	3.49
b0720	gltA	CDS	5140	1.84	9.67e-05	4.85e-06	0.4	4.57
b0990	cspG	CDS	8484	1.84	2.39e-01	8.52e-02	1.07	1.72
b3672	ivbL	CDS	153	1.84	5.17e-02	1.00e-02	0.71	2.57
b4131	cadA	CDS	426	1.84	5.19e-02	1.01e-02	0.71	2.57
b4453	ldrD	CDS	77	1.84	2.94e-02	4.81e-03	0.65	2.82
b0294	ecpR	CDS	12	1.83	1.53e-01	4.38e-02	0.91	2.02
b0311	betA	CDS	525	1.83	1.02e-03	8.03e-05	0.46	3.94
b0430	cyoC	CDS	5549	1.83	1.61e-03	1.40e-04	0.48	3.81
b0594	entE	CDS	4286	1.83	2.97e-01	1.19e-01	1.18	1.56
b0991	ymcE	CDS	552	1.82	2.92e-01	1.16e-01	1.16	1.57
b0728	sucC	CDS	4946	1.8	8.54e-04	6.36e-05	0.45	4
b1469	narU	CDS	45	1.8	1.81e-01	5.66e-02	0.94	1.91
b1102	fhuE	CDS	1683	1.79	2.18e-01	7.46e-02	1.01	1.78
b1355	ydaG	CDS	12	1.79	1.30e-01	3.43e-02	0.85	2.12
b2518	ndk	CDS	3486	1.79	2.36e-03	2.27e-04	0.49	3.69
b3552	yiaD	CDS	492	1.79	1.41e-02	1.88e-03	0.57	3.11
b3477	nikB	CDS	137	1.78	6.89e-02	1.48e-02	0.73	2.44
b3566	xylF	CDS	25	1.77	2.47e-02	3.93e-03	0.61	2.88
b1706	ydiU	CDS	868	1.76	5.05e-03	5.56e-04	0.51	3.45
b2151	galS	CDS	142	1.76	1.68e-02	2.35e-03	0.58	3.04
b2706	gutM	CDS	16	1.76	6.09e-02	1.24e-02	0.7	2.5
b4723	ymcF	CDS	4221	1.76	2.88e-01	1.13e-01	1.11	1.58
b0075	leuL	CDS	19	1.75	1.43e-01	3.98e-02	0.85	2.06
b0729	sucD	CDS	4110	1.75	1.61e-03	1.41e-04	0.46	3.81
b2587	kgtP	CDS	11238	1.75	1.86e-04	1.04e-05	0.4	4.41
b0153	fhuB	CDS	1400	1.74	1.31e-01	3.48e-02	0.82	2.11
b1422	ydcI	CDS	879	1.74	9.80e-04	7.54e-05	0.44	3.96
b3476	nikA	CDS	344	1.74	4.54e-02	8.52e-03	0.66	2.63
b4132	cadB	CDS	178	1.74	5.83e-02	1.17e-02	0.69	2.52
b0597	entH	CDS	1308	1.72	3.33e-01	1.40e-01	1.17	1.47
b0588	fepC	CDS	761	1.71	2.21e-01	7.60e-02	0.96	1.77
b0595	entB	CDS	3250	1.71	3.44e-01	1.47e-01	1.18	1.45
b1396	paaI	CDS	17	1.71	1.09e-02	1.38e-03	0.53	3.2
b1621	malX	CDS	156	1.71	6.33e-02	1.31e-02	0.69	2.48
b0270	yagG	CDS	46	1.7	1.46e-02	1.97e-03	0.55	3.1
b1801	yeaV	CDS	10	1.69	1.94e-01	6.24e-02	0.91	1.86
b4415	hokE	CDS	7	1.69	2.81e-01	1.09e-01	1.05	1.6
b3597	yibH	CDS	50	1.68	4.83e-05	2.11e-06	0.35	4.74
b4669	ilvX	CDS	105	1.67	2.54e-02	4.05e-03	0.58	2.87
b1776	ydjL	CDS	34	1.66	3.21e-02	5.38e-03	0.6	2.78
b3598	yibI	CDS	12	1.66	6.35e-02	1.32e-02	0.67	2.48
b0342	lacA	CDS	25	1.65	2.04e-02	3.05e-03	0.56	2.96
b1571	ydfA	CDS	10	1.65	1.59e-01	4.61e-02	0.83	1.99
b0126	can	CDS	3321	1.64	3.57e-14	2.08e-16	0.2	8.22
b0144	gluQ	CDS	404	1.64	2.59e-08	3.93e-10	0.26	6.26
b1786	dgcJ	CDS	273	1.64	5.83e-04	3.99e-05	0.4	4.11
b4511	ybdZ	CDS	347	1.64	3.55e-01	1.55e-01	1.15	1.42
b0469	apt	CDS	2629	1.63	6.04e-18	1.41e-20	0.18	9.3
b1056	yceI	CDS	292	1.62	1.17e-02	1.50e-03	0.51	3.17
b2645	yfjZ	CDS	4	1.62	 NA	1.35e-01	1.08	1.5
b3080	ygjK	CDS	49	1.62	1.57e-03	1.36e-04	0.43	3.82
b1617	uidA	CDS	58	1.61	8.65e-02	2.04e-02	0.69	2.32
b1166	ariR	CDS	36	1.6	5.02e-02	9.68e-03	0.62	2.59
b2943	galP	CDS	1000	1.6	1.68e-02	2.33e-03	0.52	3.04
b3819	rarD	CDS	412	1.6	3.88e-04	2.43e-05	0.38	4.22
b4140	fxsA	CDS	185	1.6	4.59e-04	2.91e-05	0.38	4.18
b1609	rstB	CDS	756	1.59	7.03e-11	6.57e-13	0.22	7.19
b1868	yecE	CDS	239	1.59	4.20e-08	6.86e-10	0.26	6.17
b3223	nanE	CDS	85	1.59	2.28e-02	3.51e-03	0.55	2.92
b0431	cyoB	CDS	23252	1.58	1.31e-03	1.11e-04	0.41	3.87
b0553	nmpC	pseudo	7626	1.58	1.59e-01	4.61e-02	0.79	1.99
b1534	ydeE	CDS	198	1.58	3.17e-03	3.16e-04	0.44	3.6
b1608	rstA	CDS	733	1.58	8.68e-05	4.32e-06	0.34	4.6
b2676	nrdF	CDS	687	1.58	1.74e-01	5.32e-02	0.82	1.93
b3238	yhcN	CDS	886	1.58	1.12e-03	9.21e-05	0.4	3.91
b3351	kefG	CDS	213	1.58	5.37e-04	3.56e-05	0.38	4.13
b3882	yihU	CDS	8	1.58	1.85e-01	5.83e-02	0.84	1.89
b3115	tdcD	CDS	130	1.57	6.08e-02	1.24e-02	0.63	2.5
b3687	ibpA	CDS	317	1.57	1.49e-04	8.06e-06	0.35	4.46
b3892	fdoI	CDS	4334	1.57	2.80e-04	1.67e-05	0.36	4.31
b0727	sucB	CDS	6408	1.56	3.64e-04	2.25e-05	0.37	4.24
b3265	acrE	CDS	8	1.56	4.44e-01	2.17e-01	1.26	1.23
b4382	deoA	CDS	1085	1.56	9.06e-03	1.11e-03	0.48	3.26
b4506	ykgO	CDS	2576	1.56	1.96e-02	2.89e-03	0.52	2.98
b0296	ykgM	CDS	1623	1.55	1.67e-02	2.31e-03	0.51	3.05
b0344	lacZ	CDS	91	1.55	1.81e-02	2.59e-03	0.52	3.01
b0585	fes	CDS	1583	1.55	2.31e-01	8.10e-02	0.89	1.74
b0589	fepG	CDS	557	1.55	2.21e-01	7.63e-02	0.87	1.77
b0985	gfcC	CDS	37	1.55	2.21e-04	1.29e-05	0.35	4.36
b1557	cspB	CDS	8087	1.55	3.73e-01	1.67e-01	1.12	1.38
b3993	thiE	CDS	1754	1.55	2.14e-01	7.29e-02	0.86	1.79
b0145	dksA	CDS	7395	1.54	1.55e-02	2.13e-03	0.5	3.07
b0152	fhuD	CDS	723	1.54	1.43e-01	3.97e-02	0.75	2.06
b1020	phoH	CDS	316	1.54	8.54e-02	1.99e-02	0.66	2.33
b2385	ypdF	CDS	12	1.53	1.65e-01	4.91e-02	0.78	1.97
b3873	yihM	CDS	175	1.53	1.17e-01	3.00e-02	0.7	2.17
b3896	yiiG	CDS	44	1.53	6.19e-02	1.27e-02	0.61	2.49
b4016	aceK	CDS	3043	1.53	1.08e-01	2.74e-02	0.69	2.21
b4340	yjiR	CDS	314	1.53	7.14e-04	5.14e-05	0.38	4.05
b4341	yjiS	CDS	2	1.53	 NA	3.56e-01	1.65	0.92
b0468	ybaN	CDS	591	1.52	5.69e-02	1.14e-02	0.6	2.53
b0698	kdpA	CDS	18	1.52	5.00e-02	9.63e-03	0.59	2.59
b0986	gfcB	CDS	30	1.52	1.43e-01	3.96e-02	0.74	2.06
b1164	ycgZ	CDS	28	1.52	1.92e-02	2.82e-03	0.51	2.99
b2774	ygcW	CDS	3	1.52	 NA	3.05e-01	1.48	1.03
b3020	ygiS	CDS	260	1.52	7.94e-03	9.46e-04	0.46	3.31
b4413	sokC	ncRNA	8	1.52	1.35e-01	3.61e-02	0.73	2.1
b0899	ycaM	CDS	94	1.51	3.56e-03	3.67e-04	0.42	3.56
b1335	ogt	CDS	241	1.51	2.95e-05	1.18e-06	0.31	4.86
b3563	yiaB	CDS	4	1.51	 NA	2.71e-01	1.37	1.1
b3818	yigG	CDS	7	1.51	3.11e-01	1.27e-01	0.99	1.52
b0533	sfmH	CDS	6	1.5	4.92e-01	2.60e-01	1.33	1.13
b3831	udp	CDS	3381	1.5	2.44e-02	3.85e-03	0.52	2.89
b3832	rmuC	CDS	457	1.5	1.59e-02	2.19e-03	0.49	3.06
b4488	ilvG	pseudo	1860	1.5	3.88e-03	4.08e-04	0.42	3.53
b0591	entS	CDS	1349	1.49	2.00e-01	6.57e-02	0.81	1.84
b1690	ydiM	CDS	5	1.49	4.91e-01	2.58e-01	1.32	1.13
b4627	ykfL	pseudo	3	1.49	 NA	4.02e-01	1.78	0.84
b4737	ymdG	CDS	4	1.49	 NA	2.05e-01	1.18	1.27
b1085	yceQ	CDS	1	1.48	 NA	4.50e-01	1.96	0.76
b3992	thiF	CDS	1727	1.48	2.68e-01	1.02e-01	0.9	1.64
b3994	thiC	CDS	5274	1.48	2.36e-01	8.37e-02	0.86	1.73
b1452	yncE	CDS	9117	1.47	2.62e-01	9.86e-02	0.89	1.65
b1505	ydeT	CDS	20	1.47	3.69e-01	1.64e-01	1.06	1.39
b2681	ygaY	pseudo	87	1.47	1.62e-01	4.78e-02	0.74	1.98
b3133	agaV	CDS	24	1.47	8.32e-02	1.92e-02	0.63	2.34
b4015	aceA	CDS	13287	1.47	9.98e-02	2.49e-02	0.66	2.24
b4689	rzoQ	CDS	3	1.47	 NA	4.78e-01	2.07	0.71
b4726	yabR	CDS	0	1.46	 NA	8.29e-01	6.76	0.22
b4731	ykiC	CDS	0	1.46	 NA	8.29e-01	6.76	0.22
b0001	thrL	CDS	307	1.45	6.80e-05	3.21e-06	0.31	4.66
b0587	fepE	CDS	50	1.45	4.54e-01	2.26e-01	1.19	1.21
b3460	livJ	CDS	2328	1.45	4.10e-02	7.46e-03	0.54	2.68
b2853	ygeI	CDS	3	1.44	 NA	4.31e-01	1.83	0.79
b4024	lysC	CDS	1041	1.44	3.78e-04	2.36e-05	0.34	4.23
b4630	ykgP	pseudo	1	1.44	 NA	7.49e-01	4.5	0.32
b1451	yncD	CDS	887	1.43	2.02e-04	1.16e-05	0.33	4.39
b1470	yddJ	pseudo	1	1.43	 NA	6.54e-01	3.2	0.45
b3991	thiG	CDS	1918	1.43	2.73e-01	1.05e-01	0.88	1.62
b4011	yjaA	CDS	19	1.43	3.27e-01	1.37e-01	0.96	1.49
