Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b0294	ecpR	CDS	12	3.29	2.33e-03	1.83e-04	0.88	3.74
b2357	yfdN	CDS	1	3.29	5.87e-01	3.08e-01	3.22	1.02
b4311	nanC	CDS	7	3.28	6.63e-02	1.18e-02	1.3	2.52
b4608	ohsC	ncRNA	2	3.28	5.04e-01	2.28e-01	2.72	1.2
b0218	yafU	pseudo	3	3.27	2.89e-01	9.57e-02	1.97	1.67
b1019	efeB	CDS	1353	3.27	7.05e-04	4.08e-05	0.8	4.1
b2358	yfdO	CDS	1	3.27	5.24e-01	2.43e-01	2.8	1.17
b4513	kdpF	CDS	1	3.27	7.88e-01	5.60e-01	5.62	0.58
b4622	ytcA	CDS	0	3.27	8.23e-01	6.22e-01	6.65	0.49
b1018	efeO	CDS	1949	3.26	1.65e-04	7.58e-06	0.73	4.48
b2856	ygeL	pseudo	1	3.26	7.00e-01	4.38e-01	4.2	0.78
b4684	yqfG	CDS	2	3.26	4.67e-01	2.03e-01	2.56	1.27
b2166	psuK	CDS	18	3.24	8.57e-02	1.64e-02	1.35	2.4
b1041	csgB	CDS	5	3.23	7.67e-02	1.42e-02	1.32	2.45
b4735	ybgU	CDS	52	3.23	2.76e-03	2.27e-04	0.87	3.69
b1183	umuD	CDS	130	3.16	1.76e-10	1.65e-12	0.45	7.06
b1151	beeE	CDS	27	3.13	1.56e-10	1.44e-12	0.44	7.08
b2208	napF	CDS	217	3.1	9.20e-04	5.99e-05	0.77	4.01
b4692	oweE	pseudo	20	3.1	2.14e-09	2.83e-11	0.47	6.66
b1166	ariR	CDS	36	3.08	1.12e-05	3.56e-07	0.61	5.09
b4586	ykfM	CDS	6	3.06	1.52e-01	3.73e-02	1.47	2.08
b1153	ymfQ	CDS	15	3.03	2.39e-07	5.05e-09	0.52	5.85
b1148	ymfM	CDS	50	3.01	1.03e-07	1.98e-09	0.5	6
b3563	yiaB	CDS	4	2.99	9.67e-02	1.96e-02	1.28	2.33
b0726	sucA	CDS	7977	2.97	1.56e-10	1.43e-12	0.42	7.08
b1184	umuC	CDS	210	2.95	8.32e-15	3.92e-17	0.35	8.42
b0310	ykgH	CDS	20	2.94	5.24e-02	8.51e-03	1.12	2.63
b0588	fepC	CDS	761	2.94	1.88e-02	2.30e-03	0.96	3.05
b1038	csgF	CDS	55	2.93	3.08e-06	8.23e-08	0.55	5.36
b0719	ybgD	CDS	5	2.92	9.43e-02	1.89e-02	1.24	2.35
b1039	csgE	CDS	73	2.87	1.76e-05	5.97e-07	0.58	4.99
b2003	yeeT	CDS	1	2.87	6.37e-01	3.65e-01	3.17	0.91
b2339	yfcV	CDS	6	2.87	2.58e-02	3.44e-03	0.98	2.93
b4636	ybfI	pseudo	1	2.87	7.55e-01	5.10e-01	4.35	0.66
b4654	yjdQ	pseudo	6	2.87	4.55e-01	1.94e-01	2.21	1.3
b1954	dsrA	ncRNA	1	2.86	5.02e-01	2.27e-01	2.37	1.21
b4047	yjbL	CDS	2	2.86	4.52e-01	1.92e-01	2.19	1.31
b4102	phnF	CDS	2	2.86	5.78e-01	2.96e-01	2.73	1.05
b2854	pbl	pseudo	1	2.85	4.21e-01	1.71e-01	2.08	1.37
b4621	yjbS	CDS	1	2.85	5.18e-01	2.39e-01	2.42	1.18
b4731	ykiC	CDS	0	2.85	8.51e-01	6.69e-01	6.66	0.43
b3143	yraI	CDS	3	2.83	3.50e-01	1.29e-01	1.86	1.52
b4424	rdlC	ncRNA	8	2.82	1.67e-01	4.29e-02	1.39	2.02
b2372	yfdV	CDS	24	2.8	7.42e-05	2.95e-06	0.6	4.67
b4185	yjfM	CDS	13	2.8	4.80e-03	4.29e-04	0.79	3.52
b4183	yjfK	CDS	14	2.78	8.73e-04	5.54e-05	0.69	4.03
b2207	napD	CDS	89	2.77	2.64e-03	2.13e-04	0.75	3.7
b0803	ybiI	CDS	279	2.75	4.73e-02	7.47e-03	1.03	2.68
b0724	sdhB	CDS	2706	2.74	2.51e-05	8.88e-07	0.56	4.91
b1057	yceJ	CDS	21	2.74	1.04e-03	7.03e-05	0.69	3.98
b1147	ymfL	CDS	216	2.73	3.99e-08	6.63e-10	0.44	6.17
b1690	ydiM	CDS	5	2.73	1.24e-01	2.78e-02	1.24	2.2
b3027	ygiZ	CDS	3	2.73	1.48e-01	3.58e-02	1.3	2.1
b0364	yaiS	CDS	5	2.72	9.61e-02	1.94e-02	1.16	2.34
b4268	idnK	CDS	22	2.71	1.92e-02	2.37e-03	0.89	3.04
b4451	ryhB	ncRNA	15	2.71	1.16e-02	1.27e-03	0.84	3.22
b1415	aldA	CDS	3818	2.69	1.76e-03	1.31e-04	0.7	3.83
b3478	nikC	CDS	116	2.69	1.44e-03	1.03e-04	0.69	3.88
b4292	fecR	CDS	1454	2.69	1.76e-03	1.30e-04	0.7	3.83
b0729	sucD	CDS	4110	2.67	2.82e-07	6.08e-09	0.46	5.81
b0728	sucC	CDS	4946	2.66	1.79e-07	3.69e-09	0.45	5.9
b0591	entS	CDS	1349	2.64	1.05e-02	1.12e-03	0.81	3.26
b0044	fixX	CDS	2	2.63	3.82e-01	1.48e-01	1.82	1.45
b0592	fepB	CDS	946	2.63	1.47e-03	1.05e-04	0.68	3.88
b0723	sdhA	CDS	4115	2.63	1.19e-04	5.16e-06	0.58	4.56
b1056	yceI	CDS	292	2.63	7.41e-06	2.26e-07	0.51	5.18
b2649	ypjB	CDS	10	2.63	8.39e-02	1.59e-02	1.09	2.41
b3749	rbsA	CDS	1820	2.63	2.19e-03	1.67e-04	0.7	3.76
b0313	betI	CDS	543	2.62	8.11e-04	4.91e-05	0.64	4.06
b4291	fecA	CDS	1799	2.62	7.87e-03	7.82e-04	0.78	3.36
b0297	eaeH	pseudo	3	2.61	3.73e-01	1.42e-01	1.78	1.47
b2148	mglC	CDS	503	2.61	9.02e-02	1.75e-02	1.1	2.38
b1164	ycgZ	CDS	28	2.6	4.20e-06	1.16e-07	0.49	5.3
b1040	csgD	CDS	230	2.59	1.34e-04	5.98e-06	0.57	4.53
b2648	pinH	pseudo	5	2.58	1.93e-01	5.31e-02	1.34	1.93
b0236	prfH	pseudo	6	2.56	1.22e-01	2.72e-02	1.16	2.21
b2206	napA	CDS	1930	2.55	1.26e-02	1.40e-03	0.8	3.19
b4568	ytjA	CDS	979	2.54	2.39e-02	3.12e-03	0.86	2.96
b0721	sdhC	CDS	2137	2.53	1.59e-03	1.15e-04	0.66	3.86
b0958	sulA	CDS	1231	2.52	9.52e-21	1.92e-23	0.25	9.98
b0727	sucB	CDS	6408	2.5	9.87e-10	1.15e-11	0.37	6.79
b1014	putA	CDS	2890	2.5	5.47e-07	1.21e-08	0.44	5.7
b2775	yqcE	CDS	6	2.5	9.18e-02	1.81e-02	1.06	2.36
b4582	yoeA	pseudo	376	2.49	7.24e-07	1.64e-08	0.44	5.65
b0755	gpmA	CDS	11421	2.48	4.95e-11	3.78e-13	0.34	7.26
b2150	mglB	CDS	1039	2.47	6.13e-02	1.06e-02	0.96	2.56
b4734	yldA	CDS	6	2.45	3.50e-01	1.28e-01	1.61	1.52
b2056	wcaD	CDS	12	2.43	1.36e-02	1.54e-03	0.77	3.17
b2062	wza	CDS	5	2.43	1.43e-01	3.38e-02	1.14	2.12
b4313	fimE	CDS	43	2.43	2.73e-03	2.23e-04	0.66	3.69
b4627	ykfL	pseudo	3	2.42	3.85e-01	1.50e-01	1.68	1.44
b2461	eutP	CDS	2	2.41	4.13e-01	1.66e-01	1.74	1.38
b1146	ymfT	CDS	27	2.4	9.99e-06	3.12e-07	0.47	5.12
b0996	torC	CDS	35	2.39	5.29e-04	2.84e-05	0.57	4.19
b0769	ybhH	CDS	6	2.37	1.24e-01	2.79e-02	1.08	2.2
b2698	recX	CDS	138	2.37	1.58e-13	9.21e-16	0.3	8.04
b0153	fhuB	CDS	1400	2.35	3.10e-02	4.35e-03	0.82	2.85
b4655	ythA	CDS	5	2.35	1.14e-01	2.50e-02	1.05	2.24
b0312	betB	CDS	855	2.33	3.27e-04	1.64e-05	0.54	4.31
b0428	cyoE	CDS	10824	2.32	1.62e-04	7.42e-06	0.52	4.48
b4035	malK	CDS	1622	2.32	1.77e-01	4.69e-02	1.16	1.99
b2149	mglA	CDS	599	2.31	1.29e-01	2.94e-02	1.06	2.18
b4069	acs	CDS	1082	2.31	6.94e-04	3.96e-05	0.56	4.11
b4341	yjiS	CDS	2	2.31	3.85e-01	1.49e-01	1.6	1.44
b3479	nikD	CDS	119	2.3	9.52e-03	9.98e-04	0.7	3.29
b4293	fecI	CDS	1580	2.3	3.51e-03	2.99e-04	0.64	3.62
b1388	paaA	CDS	8	2.29	2.62e-01	8.21e-02	1.31	1.74
b4376	osmY	CDS	1897	2.29	3.98e-02	5.86e-03	0.83	2.76
b0770	ybhI	CDS	16	2.28	3.36e-03	2.83e-04	0.63	3.63
b1801	yeaV	CDS	10	2.28	5.77e-02	9.66e-03	0.88	2.59
b1862	yebB	CDS	12	2.28	8.02e-02	1.50e-02	0.94	2.43
b2252	ais	CDS	22	2.28	1.99e-03	1.50e-04	0.6	3.79
b4612	yrhD	CDS	1	2.28	6.81e-01	4.17e-01	2.81	0.81
b0301	rclC	CDS	30	2.27	2.51e-05	8.94e-07	0.46	4.91
b2643	yfjX	CDS	1	2.27	7.85e-01	5.56e-01	3.86	0.59
b4458	oxyS	ncRNA	4	2.27	5.23e-01	2.43e-01	1.95	1.17
b3119	tdcR	CDS	1	2.26	8.87e-01	7.35e-01	6.69	0.34
b4603	rseX	ncRNA	0	2.26	8.87e-01	7.35e-01	6.69	0.34
b0311	betA	CDS	525	2.24	3.42e-05	1.27e-06	0.46	4.85
b0511	ybbW	CDS	5	2.22	1.43e-01	3.38e-02	1.04	2.12
b1259	yciG	CDS	132	2.22	1.36e-01	3.16e-02	1.03	2.15
b4184	yjfL	CDS	7	2.2	9.83e-02	2.01e-02	0.95	2.32
b4490	efeU	pseudo	1232	2.2	1.35e-02	1.51e-03	0.69	3.17
b1190	dadX	CDS	1262	2.19	9.81e-10	1.12e-11	0.32	6.79
b1951	rcsA	CDS	48	2.18	4.73e-08	8.18e-10	0.35	6.14
b1025	dgcT	CDS	219	2.17	2.36e-05	8.27e-07	0.44	4.93
b0722	sdhD	CDS	774	2.16	3.05e-03	2.55e-04	0.59	3.66
b1496	yddA	CDS	86	2.16	4.34e-02	6.61e-03	0.79	2.72
b4205	ytfA	pseudo	6	2.15	9.51e-02	1.91e-02	0.92	2.34
b3079	ygjJ	CDS	9	2.14	3.85e-01	1.50e-01	1.49	1.44
b0768	ybhD	CDS	15	2.12	7.87e-03	7.81e-04	0.63	3.36
b2055	wcaE	CDS	8	2.11	7.41e-02	1.36e-02	0.85	2.47
b0314	betT	CDS	1001	2.1	2.85e-02	3.91e-03	0.73	2.89
b0589	fepG	CDS	557	2.1	8.55e-02	1.63e-02	0.87	2.4
b2210	mqo	CDS	1793	2.1	1.06e-02	1.13e-03	0.65	3.26
b0367	tauC	CDS	22	2.09	9.03e-03	9.28e-04	0.63	3.31
b2169	fruB	CDS	2837	2.08	1.65e-01	4.19e-02	1.02	2.03
b0997	torA	CDS	130	2.06	1.86e-06	4.67e-08	0.38	5.46
b3875	ompL	CDS	5	2.06	2.34e-01	6.99e-02	1.14	1.81
b4618	tisB	CDS	728	2.05	4.61e-09	6.31e-11	0.31	6.54
b1258	yciF	CDS	140	2.03	1.55e-01	3.85e-02	0.98	2.07
b0152	fhuD	CDS	723	2.02	4.59e-02	7.15e-03	0.75	2.69
b0429	cyoD	CDS	3910	2.01	3.61e-04	1.84e-05	0.47	4.28
b3451	ugpE	CDS	60	2.01	2.36e-03	1.88e-04	0.54	3.74
b0241	phoE	CDS	18	2	1.92e-02	2.38e-03	0.66	3.04
b2677	proV	CDS	1217	2	2.77e-02	3.77e-03	0.69	2.9
b4287	fecE	CDS	302	1.99	2.43e-02	3.18e-03	0.68	2.95
b3382	yhfY	CDS	54	1.98	2.49e-02	3.29e-03	0.67	2.94
b3410	feoC	CDS	1078	1.98	3.05e-02	4.25e-03	0.69	2.86
b1043	csgC	CDS	7	1.97	3.50e-01	1.28e-01	1.29	1.52
b1257	yciE	CDS	210	1.97	1.00e-01	2.07e-02	0.85	2.31
b1683	sufB	CDS	1124	1.97	4.46e-02	6.84e-03	0.73	2.7
b2598	pheL	CDS	79	1.97	5.29e-04	2.86e-05	0.47	4.18
b1495	yddB	CDS	186	1.96	5.40e-03	4.99e-04	0.56	3.48
b3750	rbsC	CDS	1798	1.96	3.65e-02	5.30e-03	0.7	2.79
b0645	ybeR	CDS	3	1.95	4.52e-01	1.92e-01	1.49	1.31
b1706	ydiU	CDS	868	1.95	1.77e-03	1.32e-04	0.51	3.82
b1682	sufC	CDS	522	1.94	9.29e-02	1.85e-02	0.82	2.36
b4186	yjfC	CDS	28	1.94	3.02e-04	1.49e-05	0.45	4.33
b4298	yjhH	CDS	40	1.94	4.46e-04	2.31e-05	0.46	4.23
b4445	omrB	ncRNA	7	1.94	3.52e-01	1.30e-01	1.29	1.51
b0468	ybaN	CDS	591	1.92	1.25e-02	1.39e-03	0.6	3.2
b4145	yjeJ	CDS	63	1.91	4.87e-03	4.40e-04	0.54	3.51
b3748	rbsD	CDS	2406	1.89	9.35e-02	1.87e-02	0.8	2.35
b4415	hokE	CDS	7	1.89	2.34e-01	7.01e-02	1.04	1.81
b4650	yibS	pseudo	7	1.89	2.82e-01	9.21e-02	1.12	1.68
b0430	cyoC	CDS	5549	1.87	1.43e-03	1.02e-04	0.48	3.89
b2853	ygeI	CDS	3	1.85	5.87e-01	3.09e-01	1.81	1.02
b4541	yehK	CDS	3	1.85	4.94e-01	2.21e-01	1.51	1.22
b2535	csiE	CDS	260	1.84	5.68e-04	3.10e-05	0.44	4.17
b3365	nirB	CDS	1936	1.83	4.82e-02	7.68e-03	0.69	2.67
b3544	dppA	CDS	3846	1.83	8.81e-05	3.62e-06	0.4	4.63
b0647	ybeT	CDS	4	1.82	3.72e-01	1.41e-01	1.24	1.47
b2462	eutS	CDS	2	1.82	4.54e-01	1.93e-01	1.4	1.3
b3139	agaC	CDS	8	1.82	1.51e-01	3.66e-02	0.87	2.09
b4601	ydgU	CDS	107	1.82	7.21e-01	4.65e-01	2.49	0.73
b1769	ydjE	CDS	45	1.81	2.75e-05	1.00e-06	0.37	4.89
b4519	icdC	pseudo	2168	1.81	3.19e-04	1.60e-05	0.42	4.31
b4746	yddY	CDS	4	1.81	5.21e-01	2.41e-01	1.54	1.17
b4740	ymgM	CDS	50	1.8	4.62e-04	2.43e-05	0.43	4.22
b0135	yadC	CDS	27	1.79	1.76e-03	1.30e-04	0.47	3.83
b0347	mhpA	CDS	19	1.79	1.05e-02	1.12e-03	0.55	3.26
b4289	fecC	CDS	300	1.79	1.30e-01	3.00e-02	0.82	2.17
b2275	yfbP	CDS	64	1.78	5.89e-06	1.72e-07	0.34	5.23
b1020	phoH	CDS	316	1.77	4.68e-02	7.36e-03	0.66	2.68
b2373	oxc	CDS	53	1.77	2.95e-04	1.45e-05	0.41	4.34
b2374	frc	CDS	50	1.77	6.33e-03	6.03e-04	0.52	3.43
b1681	sufD	CDS	918	1.76	1.07e-01	2.30e-02	0.77	2.27
b3480	nikE	CDS	120	1.76	5.49e-02	9.09e-03	0.68	2.61
b4551	yheV	CDS	122	1.76	1.16e-05	3.71e-07	0.35	5.08
b0989	cspH	CDS	93	1.75	4.01e-01	1.59e-01	1.24	1.41
b1199	dhaL	CDS	979	1.75	1.27e-04	5.62e-06	0.39	4.54
b4288	fecD	CDS	222	1.75	1.16e-01	2.54e-02	0.78	2.23
b2678	proW	CDS	905	1.74	4.69e-02	7.40e-03	0.65	2.68
b2760	casA	CDS	45	1.74	6.09e-04	3.42e-05	0.42	4.14
b4724	ynfQ	CDS	267	1.74	5.62e-01	2.79e-01	1.6	1.08
b2052	fcl	CDS	12	1.73	1.51e-01	3.69e-02	0.83	2.09
b3605	lldD	CDS	366	1.73	3.10e-02	4.35e-03	0.61	2.85
b1615	uidC	CDS	14	1.72	9.32e-02	1.86e-02	0.73	2.35
b3265	acrE	CDS	8	1.72	4.20e-01	1.70e-01	1.26	1.37
b3267	yhdV	CDS	49	1.72	8.47e-02	1.60e-02	0.71	2.41
b4651	yibW	pseudo	9	1.72	1.28e-01	2.90e-02	0.79	2.18
b0315	pdeL	CDS	259	1.71	6.53e-09	9.67e-11	0.26	6.47
b1362	rzpR	pseudo	4	1.71	3.32e-01	1.18e-01	1.09	1.56
b3020	ygiS	CDS	260	1.71	2.41e-03	1.93e-04	0.46	3.73
b2162	rihB	CDS	5	1.7	2.23e-01	6.51e-02	0.92	1.84
b3022	mqsR	CDS	194	1.7	4.44e-06	1.25e-07	0.32	5.29
b4631	ykgQ	pseudo	4	1.69	4.73e-01	2.07e-01	1.34	1.26
b1011	rutB	CDS	4	1.68	6.31e-01	3.56e-01	1.82	0.92
b2049	cpsB	CDS	24	1.68	1.03e-02	1.09e-03	0.51	3.27
b0151	fhuC	CDS	1205	1.67	9.16e-02	1.79e-02	0.7	2.37
b1189	dadA	CDS	1962	1.67	6.64e-08	1.18e-09	0.27	6.08
b2274	yfbO	CDS	17	1.67	5.63e-02	9.35e-03	0.64	2.6
b4101	phnG	CDS	1	1.66	6.36e-01	3.63e-01	1.83	0.91
b1396	paaI	CDS	17	1.65	1.63e-02	1.94e-03	0.53	3.1
b1503	ydeR	CDS	5	1.65	5.10e-01	2.33e-01	1.38	1.19
b2053	gmd	CDS	19	1.65	5.15e-02	8.29e-03	0.62	2.64
b2205	napG	CDS	459	1.65	2.28e-01	6.71e-02	0.9	1.83
b0821	ybiU	CDS	235	1.64	4.81e-04	2.56e-05	0.39	4.21
b1300	puuC	CDS	92	1.64	1.07e-02	1.14e-03	0.5	3.25
b1205	ychH	CDS	910	1.63	1.18e-09	1.40e-11	0.24	6.76
b1679	sufE	CDS	282	1.63	1.53e-01	3.78e-02	0.79	2.08
b1680	sufS	CDS	807	1.63	1.36e-01	3.17e-02	0.76	2.15
b2103	thiD	CDS	948	1.63	5.67e-02	9.44e-03	0.63	2.6
b2060	wzc	CDS	15	1.62	2.16e-02	2.77e-03	0.54	2.99
b4704	arrS	ncRNA	3	1.62	6.96e-01	4.33e-01	2.07	0.78
b4118	melR	CDS	118	1.61	1.13e-02	1.22e-03	0.5	3.23
b0720	gltA	CDS	5140	1.6	9.99e-04	6.59e-05	0.4	3.99
b1252	tonB	CDS	2303	1.6	8.88e-03	9.10e-04	0.48	3.32
b2659	csiD	CDS	173	1.6	8.07e-03	8.06e-04	0.48	3.35
b3769	ilvM	CDS	32	1.6	3.75e-02	5.48e-03	0.58	2.78
b0286	paoA	CDS	26	1.59	1.07e-01	2.29e-02	0.7	2.27
b3659	setC	CDS	16	1.59	7.28e-02	1.32e-02	0.64	2.48
b4462	ygaQ	pseudo	14	1.59	1.70e-02	2.04e-03	0.52	3.08
b3121	yhaC	CDS	12	1.58	2.15e-01	6.14e-02	0.84	1.87
b4367	fhuF	CDS	7691	1.58	1.77e-01	4.65e-02	0.79	1.99
b0363	yaiP	CDS	22	1.57	2.81e-02	3.84e-03	0.54	2.89
b0554	essD	CDS	56	1.57	8.13e-03	8.17e-04	0.47	3.35
b1262	trpC	CDS	4838	1.57	1.76e-01	4.62e-02	0.79	1.99
b4673	ymjD	CDS	4	1.57	3.99e-01	1.58e-01	1.11	1.41
b0122	yacC	CDS	801	1.56	2.73e-03	2.22e-04	0.42	3.69
b0366	tauB	CDS	27	1.55	4.14e-02	6.17e-03	0.57	2.74
b1319	ompG	CDS	7	1.55	3.09e-01	1.06e-01	0.96	1.62
b0590	fepD	CDS	590	1.54	2.09e-01	5.94e-02	0.82	1.89
b1198	dhaM	CDS	2962	1.54	5.26e-03	4.82e-04	0.44	3.49
b4305	sgcX	CDS	32	1.54	1.44e-02	1.65e-03	0.49	3.15
b4739	ymgL	CDS	12	1.53	4.39e-01	1.82e-01	1.15	1.33
b2846	yqeH	CDS	21	1.52	1.50e-01	3.63e-02	0.73	2.09
b3874	yihN	CDS	97	1.52	2.38e-01	7.17e-02	0.84	1.8
b1409	ynbB	CDS	5	1.51	3.17e-01	1.10e-01	0.94	1.6
b0501	ybbD	pseudo	11	1.5	1.53e-01	3.75e-02	0.72	2.08
b0544	ybcK	CDS	29	1.5	3.05e-02	4.25e-03	0.53	2.86
b0937	ssuE	CDS	10	1.5	2.81e-01	9.17e-02	0.89	1.69
b1223	narK	CDS	1030	1.5	1.76e-01	4.62e-02	0.75	1.99
b1691	ydiN	CDS	6	1.5	4.95e-01	2.22e-01	1.23	1.22
b2934	cmtB	CDS	4	1.5	5.54e-01	2.70e-01	1.36	1.1
b3995	rsd	CDS	713	1.5	2.36e-03	1.86e-04	0.4	3.74
b1478	adhP	CDS	1418	1.49	7.70e-02	1.43e-02	0.61	2.45
b2104	thiM	CDS	1028	1.49	4.82e-02	7.66e-03	0.56	2.67
b3236	mdh	CDS	8706	1.49	5.63e-19	1.51e-21	0.16	9.53
b4290	fecB	CDS	553	1.49	1.02e-01	2.13e-02	0.65	2.3
b0207	dkgB	CDS	203	1.48	5.86e-04	3.26e-05	0.36	4.15
b0753	ybgS	CDS	341	1.48	2.34e-01	6.98e-02	0.82	1.81
b1028	ymdE	pseudo	4	1.48	3.50e-01	1.29e-01	0.98	1.52
b1156	tfaE	CDS	15	1.48	5.81e-02	9.74e-03	0.57	2.58
b1200	dhaK	CDS	2032	1.48	2.96e-07	6.45e-09	0.26	5.8
b1324	tpx	CDS	11511	1.48	1.17e-16	4.74e-19	0.17	8.92
