Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b2356	yfdM	CDS	1	3.38	 NA	3.42e-01	3.56	0.95
b1142	ymfH	CDS	60	3.37	6.01e-06	1.82e-07	0.65	5.22
b4586	ykfM	CDS	6	3.29	1.34e-01	2.52e-02	1.47	2.24
b0723	sdhA	CDS	4115	3.27	6.96e-07	1.46e-08	0.58	5.67
b1556	essQ	CDS	17	3.27	3.67e-01	1.24e-01	2.12	1.54
b4526	ydaE	CDS	2	3.27	 NA	1.82e-01	2.45	1.33
b0591	entS	CDS	1349	3.14	1.48e-03	1.05e-04	0.81	3.88
b1008	rutE	CDS	4	3.13	2.15e-01	5.18e-02	1.61	1.94
b1154	ycfK	CDS	8	3.12	7.07e-02	1.09e-02	1.23	2.55
b0724	sdhB	CDS	2706	3.09	1.18e-06	2.75e-08	0.56	5.56
b4292	fecR	CDS	1454	3.07	2.37e-04	1.22e-05	0.7	4.37
b4490	efeU	pseudo	1232	3.02	2.51e-04	1.34e-05	0.69	4.35
b2358	yfdO	CDS	1	3.01	 NA	2.88e-01	2.83	1.06
b0722	sdhD	CDS	774	3	1.15e-05	3.64e-07	0.59	5.09
b4621	yjbS	CDS	1	2.99	 NA	2.16e-01	2.42	1.24
b2357	yfdN	CDS	1	2.98	 NA	3.59e-01	3.25	0.92
b3143	yraI	CDS	3	2.97	3.44e-01	1.11e-01	1.86	1.59
b2003	yeeT	CDS	1	2.96	 NA	3.50e-01	3.17	0.93
b2643	yfjX	CDS	1	2.96	 NA	4.38e-01	3.82	0.78
b0326	yahL	CDS	9	2.94	1.09e-01	1.90e-02	1.26	2.35
b4311	nanC	CDS	7	2.94	1.35e-01	2.53e-02	1.32	2.24
b0592	fepB	CDS	946	2.89	3.61e-04	2.03e-05	0.68	4.26
b2150	mglB	CDS	1039	2.89	2.44e-02	2.72e-03	0.96	3
b4365	yjjQ	CDS	7	2.84	1.60e-01	3.27e-02	1.33	2.14
b0153	fhuB	CDS	1400	2.79	7.57e-03	6.98e-04	0.82	3.39
b0589	fepG	CDS	557	2.78	1.40e-02	1.43e-03	0.87	3.19
b2149	mglA	CDS	599	2.77	6.06e-02	8.87e-03	1.06	2.62
b0428	cyoE	CDS	10824	2.76	3.42e-06	9.32e-08	0.52	5.34
b2148	mglC	CDS	503	2.75	7.85e-02	1.24e-02	1.1	2.5
b0719	ybgD	CDS	5	2.67	1.64e-01	3.41e-02	1.26	2.12
b0728	sucC	CDS	4946	2.64	2.54e-07	4.83e-09	0.45	5.85
b0313	betI	CDS	543	2.63	7.02e-04	4.40e-05	0.64	4.09
b0729	sucD	CDS	4110	2.63	5.61e-07	1.14e-08	0.46	5.71
b3138	agaB	CDS	6	2.61	6.30e-02	9.40e-03	1.01	2.6
b0553	nmpC	pseudo	7626	2.59	1.11e-02	1.07e-03	0.79	3.27
b2210	mqo	CDS	1793	2.59	9.16e-04	6.04e-05	0.65	4.01
b4293	fecI	CDS	1580	2.58	8.19e-04	5.23e-05	0.64	4.05
b1150	ymfR	CDS	9	2.56	2.34e-02	2.59e-03	0.85	3.01
b0533	sfmH	CDS	6	2.55	1.91e-01	4.31e-02	1.26	2.02
b1190	dadX	CDS	1262	2.55	5.44e-13	2.86e-15	0.32	7.9
b1415	aldA	CDS	3818	2.55	3.47e-03	2.83e-04	0.7	3.63
b2649	ypjB	CDS	10	2.55	1.13e-01	2.01e-02	1.1	2.33
b4291	fecA	CDS	1799	2.55	1.13e-02	1.10e-03	0.78	3.26
b4608	ohsC	ncRNA	2	2.55	 NA	3.54e-01	2.75	0.93
b1014	putA	CDS	2890	2.52	4.76e-07	9.59e-09	0.44	5.74
b0429	cyoD	CDS	3910	2.51	3.42e-06	9.40e-08	0.47	5.34
b0310	ykgH	CDS	20	2.5	1.39e-01	2.63e-02	1.12	2.22
b0726	sucA	CDS	7977	2.5	1.46e-07	2.45e-09	0.42	5.96
b3994	thiC	CDS	5274	2.45	3.45e-02	4.24e-03	0.86	2.86
b1503	ydeR	CDS	5	2.44	2.60e-01	7.01e-02	1.34	1.81
b4451	ryhB	ncRNA	15	2.44	3.41e-02	4.18e-03	0.85	2.86
b3119	tdcR	CDS	1	2.43	 NA	7.17e-01	6.69	0.36
b4636	ybfI	pseudo	1	2.43	 NA	5.81e-01	4.39	0.55
b1954	dsrA	ncRNA	1	2.42	 NA	3.21e-01	2.44	0.99
b3993	thiE	CDS	1754	2.42	3.97e-02	5.07e-03	0.86	2.8
b4612	yrhD	CDS	1	2.42	 NA	3.89e-01	2.81	0.86
b4644	ypjI	pseudo	1	2.42	 NA	4.33e-01	3.09	0.78
b3992	thiF	CDS	1727	2.41	5.31e-02	7.48e-03	0.9	2.67
b4458	oxyS	ncRNA	4	2.41	5.08e-01	2.16e-01	1.95	1.24
b2854	pbl	pseudo	1	2.4	 NA	2.67e-01	2.17	1.11
b4268	idnK	CDS	22	2.4	5.41e-02	7.66e-03	0.9	2.67
b4632	ylbI	pseudo	2	2.4	 NA	2.67e-01	2.17	1.11
b4747	yneP	CDS	1	2.4	 NA	3.60e-01	2.63	0.91
b2222	atoA	CDS	1	2.39	 NA	3.35e-01	2.48	0.96
b4642	yoeD	pseudo	4	2.39	5.40e-01	2.46e-01	2.06	1.16
b1352	kilR	CDS	1	2.38	 NA	5.84e-01	4.34	0.55
b4513	kdpF	CDS	1	2.38	 NA	6.75e-01	5.67	0.42
b4630	ykgP	pseudo	1	2.38	 NA	5.89e-01	4.4	0.54
b0312	betB	CDS	855	2.37	2.41e-04	1.26e-05	0.54	4.37
b0152	fhuD	CDS	723	2.36	1.55e-02	1.61e-03	0.75	3.15
b0430	cyoC	CDS	5549	2.36	2.39e-05	8.82e-07	0.48	4.92
b2208	napF	CDS	217	2.36	2.07e-02	2.25e-03	0.77	3.05
b3991	thiG	CDS	1918	2.35	5.31e-02	7.47e-03	0.88	2.68
b2207	napD	CDS	89	2.33	1.76e-02	1.87e-03	0.75	3.11
b3457	livH	CDS	345	2.33	5.12e-18	1.17e-20	0.25	9.32
b3820	yigI	CDS	335	2.32	3.10e-17	7.86e-20	0.25	9.12
b1043	csgC	CDS	7	2.31	2.63e-01	7.11e-02	1.28	1.81
b0727	sucB	CDS	6408	2.3	3.58e-08	4.42e-10	0.37	6.24
b2206	napA	CDS	1930	2.29	3.36e-02	4.10e-03	0.8	2.87
b4299	yjhI	CDS	13	2.29	9.72e-02	1.63e-02	0.95	2.4
b0989	cspH	CDS	93	2.28	2.47e-01	6.41e-02	1.23	1.85
b0314	betT	CDS	1001	2.27	1.71e-02	1.81e-03	0.73	3.12
b1141	xisE	CDS	96	2.24	1.09e-07	1.64e-09	0.37	6.03
b1375	ynaE	CDS	455	2.24	2.10e-01	4.98e-02	1.14	1.96
b1140	intE	CDS	362	2.22	1.74e-22	1.99e-25	0.21	10.42
b3070	nfeF	CDS	628	2.21	1.34e-07	2.08e-09	0.37	5.99
b0311	betA	CDS	525	2.2	5.09e-05	1.97e-06	0.46	4.76
b4069	acs	CDS	1082	2.19	1.48e-03	1.04e-04	0.56	3.88
b1158	pinE	CDS	7	2.17	1.42e-01	2.71e-02	0.98	2.21
b0236	prfH	pseudo	6	2.16	2.52e-01	6.68e-02	1.18	1.83
b0074	leuA	CDS	1384	2.15	4.13e-04	2.40e-05	0.51	4.22
b1165	ymgA	CDS	52	2.15	1.73e-04	8.40e-06	0.48	4.45
b3769	ilvM	CDS	32	2.15	2.16e-03	1.61e-04	0.57	3.77
b3892	fdoI	CDS	4334	2.15	1.90e-07	3.21e-09	0.36	5.92
b3990	thiH	CDS	2827	2.15	9.45e-02	1.58e-02	0.89	2.41
b0347	mhpA	CDS	19	2.14	1.18e-03	8.00e-05	0.54	3.94
b4407	thiS	CDS	474	2.12	9.97e-02	1.70e-02	0.89	2.39
b3215	yhcA	CDS	10	2.11	4.00e-02	5.14e-03	0.75	2.8
b1189	dadA	CDS	1962	2.1	2.70e-12	1.67e-14	0.27	7.67
b3455	livG	CDS	326	2.1	3.10e-17	8.50e-20	0.23	9.11
b4691	sroH	ncRNA	429	2.1	9.62e-02	1.61e-02	0.87	2.41
b1183	umuD	CDS	130	2.09	8.18e-05	3.41e-06	0.45	4.64
b2775	yqcE	CDS	6	2.08	2.22e-01	5.47e-02	1.08	1.92
b0151	fhuC	CDS	1205	2.07	2.82e-02	3.26e-03	0.7	2.94
b2844	yqeF	CDS	834	2.07	1.31e-02	1.32e-03	0.64	3.21
b1705	ydiE	CDS	271	2.05	2.66e-02	3.01e-03	0.69	2.97
b2339	yfcV	CDS	6	2.05	1.89e-01	4.26e-02	1.01	2.03
b3476	nikA	CDS	344	2.05	1.79e-02	1.92e-03	0.66	3.1
b3893	fdoH	CDS	6487	2.05	1.61e-06	4.06e-08	0.37	5.49
b0720	gltA	CDS	5140	2.04	1.22e-05	3.93e-07	0.4	5.07
b3451	ugpE	CDS	60	2.04	2.09e-03	1.54e-04	0.54	3.78
b4693	aaaE	pseudo	53	2.04	7.93e-08	1.07e-09	0.33	6.1
b0346	mhpR	CDS	140	2.03	1.92e-06	4.91e-08	0.37	5.45
b1494	pqqL	CDS	277	2.03	2.50e-07	4.69e-09	0.35	5.86
b0590	fepD	CDS	590	2.02	8.38e-02	1.35e-02	0.82	2.47
b1144	ymfJ	CDS	265	2.02	1.80e-13	7.81e-16	0.25	8.06
b2205	napG	CDS	459	2	1.38e-01	2.63e-02	0.9	2.22
b3458	livK	CDS	674	2	4.91e-13	2.47e-15	0.25	7.91
b0301	rclC	CDS	30	1.99	3.66e-04	2.07e-05	0.47	4.26
b1011	rutB	CDS	4	1.99	5.67e-01	2.72e-01	1.81	1.1
b2004	cbeA	CDS	2	1.99	 NA	4.25e-01	2.5	0.8
b1149	ymfN	CDS	70	1.98	2.20e-09	2.26e-11	0.3	6.69
b4740	ymgM	CDS	50	1.98	7.64e-05	3.15e-06	0.42	4.66
b0241	phoE	CDS	18	1.97	2.59e-02	2.91e-03	0.66	2.98
b1020	phoH	CDS	316	1.97	2.49e-02	2.78e-03	0.66	2.99
b0431	cyoB	CDS	23252	1.96	4.38e-05	1.67e-06	0.41	4.79
b4627	ykfL	pseudo	3	1.96	5.54e-01	2.57e-01	1.73	1.13
b1355	ydaG	CDS	12	1.95	1.18e-01	2.11e-02	0.85	2.31
b1388	paaA	CDS	8	1.95	4.05e-01	1.46e-01	1.34	1.46
b0044	fixX	CDS	2	1.94	 NA	3.02e-01	1.88	1.03
b0252	yafZ	CDS	12	1.91	2.20e-02	2.42e-03	0.63	3.03
b4313	fimE	CDS	43	1.89	3.59e-02	4.47e-03	0.67	2.84
b3477	nikB	CDS	137	1.88	6.68e-02	1.01e-02	0.73	2.57
b3544	dppA	CDS	3846	1.88	5.30e-05	2.07e-06	0.4	4.75
b4287	fecE	CDS	302	1.88	4.17e-02	5.44e-03	0.68	2.78
b0072	leuC	CDS	1553	1.87	1.05e-03	6.98e-05	0.47	3.98
b3454	livF	CDS	336	1.87	1.45e-07	2.39e-09	0.31	5.97
b4578	yncK	pseudo	6	1.87	2.34e-01	5.95e-02	0.99	1.88
b4723	ymcF	CDS	4221	1.87	3.10e-01	9.21e-02	1.11	1.68
b1184	umuC	CDS	210	1.86	4.65e-06	1.32e-07	0.35	5.28
b3382	yhfY	CDS	54	1.86	4.54e-02	6.09e-03	0.68	2.74
b1148	ymfM	CDS	50	1.85	3.25e-03	2.64e-04	0.51	3.65
b1362	rzpR	pseudo	4	1.84	3.11e-01	9.30e-02	1.09	1.68
b3236	mdh	CDS	8706	1.84	1.26e-28	5.75e-32	0.16	11.77
b3265	acrE	CDS	8	1.84	4.01e-01	1.43e-01	1.26	1.46
b1683	sufB	CDS	1124	1.83	7.67e-02	1.20e-02	0.73	2.51
b1544	ydfK	CDS	392	1.82	3.48e-01	1.13e-01	1.15	1.58
b0150	fhuA	CDS	7763	1.81	2.08e-02	2.27e-03	0.59	3.05
b4692	oweE	pseudo	20	1.8	2.69e-03	2.09e-04	0.49	3.71
b1147	ymfL	CDS	216	1.79	8.52e-04	5.49e-05	0.44	4.03
b0367	tauC	CDS	22	1.78	4.10e-02	5.33e-03	0.64	2.79
b0535	fimZ	CDS	10	1.77	2.23e-01	5.49e-02	0.92	1.92
b0468	ybaN	CDS	591	1.76	2.84e-02	3.33e-03	0.6	2.94
b1056	yceI	CDS	292	1.76	6.37e-03	5.56e-04	0.51	3.45
b1690	ydiM	CDS	5	1.76	4.55e-01	1.76e-01	1.3	1.35
b2677	proV	CDS	1217	1.76	7.12e-02	1.10e-02	0.69	2.54
b3543	dppB	CDS	303	1.76	1.09e-02	1.05e-03	0.54	3.28
b4367	fhuF	CDS	7691	1.76	1.40e-01	2.66e-02	0.79	2.22
b0364	yaiS	CDS	5	1.75	4.02e-01	1.44e-01	1.2	1.46
b1682	sufC	CDS	522	1.75	1.60e-01	3.32e-02	0.82	2.13
b3460	livJ	CDS	2328	1.74	1.33e-02	1.34e-03	0.54	3.21
b0958	sulA	CDS	1231	1.73	8.26e-10	7.75e-12	0.25	6.84
b1057	yceJ	CDS	21	1.73	9.11e-02	1.51e-02	0.71	2.43
b4289	fecC	CDS	300	1.73	1.69e-01	3.58e-02	0.82	2.1
b4734	yldA	CDS	6	1.72	5.91e-01	2.94e-01	1.64	1.05
b3456	livM	CDS	557	1.71	2.86e-16	9.15e-19	0.19	8.85
b0755	gpmA	CDS	11421	1.7	1.82e-05	6.29e-07	0.34	4.98
b2518	ndk	CDS	3486	1.7	5.22e-03	4.52e-04	0.49	3.51
b4510	rzoD	CDS	7	1.7	1.66e-01	3.47e-02	0.8	2.11
b0073	leuB	CDS	1369	1.69	7.04e-03	6.36e-04	0.49	3.42
b2980	glcC	CDS	253	1.69	2.18e-03	1.63e-04	0.45	3.77
b4015	aceA	CDS	13287	1.69	6.60e-02	9.98e-03	0.66	2.58
b0432	cyoA	CDS	17637	1.65	2.77e-06	7.42e-08	0.31	5.38
b1681	sufD	CDS	918	1.65	1.60e-01	3.27e-02	0.77	2.14
b0071	leuD	CDS	923	1.64	1.18e-03	8.02e-05	0.42	3.94
b1360	ydaV	CDS	24	1.64	1.34e-01	2.50e-02	0.73	2.24
b2888	uacT	CDS	5	1.64	4.15e-01	1.52e-01	1.14	1.43
b0991	ymcE	CDS	552	1.63	4.28e-01	1.59e-01	1.16	1.41
b2678	proW	CDS	905	1.63	7.72e-02	1.21e-02	0.65	2.51
b0990	cspG	CDS	8484	1.61	3.83e-01	1.33e-01	1.07	1.5
b4183	yjfK	CDS	14	1.61	1.42e-01	2.74e-02	0.73	2.21
b2204	napH	CDS	411	1.6	2.96e-01	8.57e-02	0.93	1.72
b2537	hcaR	CDS	290	1.6	7.92e-02	1.26e-02	0.64	2.5
b1422	ydcI	CDS	879	1.59	3.75e-03	3.09e-04	0.44	3.61
b2169	fruB	CDS	2837	1.59	3.62e-01	1.21e-01	1.02	1.55
b2304	yfcH	CDS	1468	1.57	2.79e-21	3.83e-24	0.15	10.14
b2310	argT	CDS	1230	1.57	7.46e-03	6.85e-04	0.46	3.4
b4106	phnC	CDS	1	1.57	 NA	4.78e-01	2.21	0.71
b0365	tauA	CDS	36	1.56	4.90e-02	6.67e-03	0.57	2.71
b1029	ycdU	CDS	18	1.56	1.34e-01	2.49e-02	0.7	2.24
b1146	ymfT	CDS	27	1.56	1.14e-02	1.12e-03	0.48	3.26
b3370	frlA	CDS	5	1.56	5.60e-01	2.64e-01	1.39	1.12
b4185	yjfM	CDS	13	1.56	2.33e-01	5.89e-02	0.83	1.89
b4528	rzoR	CDS	3	1.55	4.55e-01	1.76e-01	1.15	1.35
b4689	rzoQ	CDS	3	1.55	7.39e-01	4.54e-01	2.07	0.75
b0263	afuB	pseudo	22	1.54	4.00e-02	5.14e-03	0.55	2.8
b1085	yceQ	CDS	1	1.54	 NA	4.30e-01	1.95	0.79
b1505	ydeT	CDS	20	1.54	4.05e-01	1.46e-01	1.06	1.45
b2104	thiM	CDS	1028	1.54	4.41e-02	5.87e-03	0.56	2.76
b2181	yejG	CDS	1546	1.54	1.47e-02	1.51e-03	0.49	3.17
b2461	eutP	CDS	2	1.54	6.91e-01	4.01e-01	1.84	0.84
b4652	yibU	pseudo	2	1.54	7.28e-01	4.44e-01	2.02	0.76
b4739	ymgL	CDS	12	1.54	4.60e-01	1.81e-01	1.15	1.34
b1157	stfE	pseudo	6	1.53	5.75e-01	2.77e-01	1.41	1.09
b1612	fumA	CDS	1374	1.53	1.36e-05	4.50e-07	0.3	5.05
b3891	fdhE	CDS	3762	1.53	1.97e-05	6.88e-07	0.31	4.96
b4424	rdlC	ncRNA	8	1.53	5.95e-01	2.98e-01	1.47	1.04
b0855	potG	CDS	231	1.52	5.45e-02	7.73e-03	0.57	2.66
b2392	mntH	CDS	1405	1.52	6.96e-03	6.23e-04	0.45	3.42
b2702	srlA	CDS	41	1.52	5.05e-01	2.11e-01	1.21	1.25
b3005	exbD	CDS	3940	1.52	8.39e-02	1.36e-02	0.62	2.47
b3846	fadB	CDS	200	1.51	1.48e-01	2.93e-02	0.69	2.18
b4519	icdC	pseudo	2168	1.51	3.81e-03	3.17e-04	0.42	3.6
b4577	sgrS	ncRNA	49	1.51	3.21e-02	3.89e-03	0.52	2.89
b0281	intF	CDS	586	1.5	1.93e-06	5.00e-08	0.28	5.45
b4014	aceB	CDS	10655	1.5	6.39e-02	9.55e-03	0.58	2.59
b4016	aceK	CDS	3043	1.49	1.54e-01	3.12e-02	0.69	2.15
b4556	ysdC	pseudo	14	1.49	9.40e-02	1.57e-02	0.62	2.42
b2334	yfcQ	CDS	8	1.48	3.16e-01	9.56e-02	0.89	1.67
b2385	ypdF	CDS	12	1.48	2.33e-01	5.86e-02	0.78	1.89
b1012	rutA	CDS	8	1.47	5.97e-01	3.01e-01	1.42	1.03
b2983	yghQ	CDS	15	1.47	1.85e-01	4.12e-02	0.72	2.04
b3909	kdgT	CDS	127	1.47	6.48e-03	5.71e-04	0.43	3.44
b0351	mhpF	CDS	23	1.46	4.65e-02	6.28e-03	0.54	2.73
b3351	kefG	CDS	213	1.46	1.89e-03	1.36e-04	0.38	3.81
b4618	tisB	CDS	728	1.46	7.78e-05	3.22e-06	0.31	4.66
b1166	ariR	CDS	36	1.45	1.12e-01	1.97e-02	0.62	2.33
b1560	ydfU	CDS	26	1.45	8.76e-02	1.43e-02	0.59	2.45
b4425	rttR	ncRNA	59	1.45	1.54e-01	3.12e-02	0.67	2.15
b0280	yagN	CDS	778	1.44	6.27e-07	1.29e-08	0.25	5.69
b2838	lysA	CDS	288	1.44	1.95e-02	2.11e-03	0.47	3.07
b0279	yagM	CDS	15	1.43	2.73e-01	7.52e-02	0.8	1.78
b1229	tpr	CDS	56	1.43	1.46e-01	2.85e-02	0.65	2.19
b2587	kgtP	CDS	11238	1.43	3.83e-03	3.20e-04	0.4	3.6
b3901	rhaM	CDS	5	1.43	2.13e-01	5.13e-02	0.74	1.95
b1152	jayE	pseudo	35	1.42	2.83e-02	3.31e-03	0.48	2.94
b1706	ydiU	CDS	868	1.42	4.20e-02	5.49e-03	0.51	2.78
b1384	feaR	CDS	128	1.41	1.32e-01	2.45e-02	0.63	2.25
b3670	ilvN	CDS	279	1.41	2.60e-01	6.96e-02	0.78	1.81
b4288	fecD	CDS	222	1.41	2.65e-01	7.22e-02	0.78	1.8
b0245	ykfI	CDS	2	1.4	 NA	5.31e-01	2.23	0.63
b1680	sufS	CDS	807	1.4	2.51e-01	6.63e-02	0.76	1.84
b2103	thiD	CDS	948	1.4	1.38e-01	2.61e-02	0.63	2.22
b2463	maeB	CDS	2009	1.4	2.35e-05	8.49e-07	0.28	4.92
b2648	pinH	pseudo	5	1.4	6.00e-01	3.04e-01	1.36	1.03
b2971	yghG	CDS	131	1.4	3.16e-01	9.60e-02	0.84	1.66
b4290	fecB	CDS	553	1.4	1.49e-01	2.97e-02	0.65	2.17
b4671	ykgR	CDS	3	1.4	8.01e-01	5.37e-01	2.27	0.62
b0118	acnB	CDS	17966	1.39	1.63e-04	7.64e-06	0.31	4.47
b1472	yddL	CDS	0	1.39	 NA	8.37e-01	6.77	0.21
b2336	yfcS	CDS	8	1.39	5.10e-01	2.18e-01	1.13	1.23
b3894	fdoG	CDS	25310	1.39	2.56e-04	1.38e-05	0.32	4.35
b4662	sgrT	CDS	48	1.39	6.57e-02	9.89e-03	0.54	2.58
b1788	yoaI	CDS	9	1.37	5.46e-01	2.51e-01	1.19	1.15
b2166	psuK	CDS	18	1.37	6.30e-01	3.36e-01	1.42	0.96
b2870	ygeW	CDS	6	1.37	5.11e-01	2.21e-01	1.12	1.23
b3542	dppC	CDS	291	1.37	6.18e-02	9.12e-03	0.52	2.61
b4610	ygdT	CDS	4	1.37	5.56e-01	2.59e-01	1.22	1.13
b0520	ylbF	CDS	19	1.36	4.94e-02	6.76e-03	0.5	2.71
b0554	essD	CDS	56	1.36	3.37e-02	4.12e-03	0.47	2.87
b4011	yjaA	CDS	19	1.35	4.34e-01	1.63e-01	0.97	1.39
b4027	yjbF	CDS	7	1.35	3.55e-01	1.18e-01	0.87	1.56
b0350	mhpD	CDS	15	1.34	2.06e-01	4.82e-02	0.68	1.98
b1348	ralR	CDS	4	1.34	5.75e-01	2.78e-01	1.24	1.08
b2211	yojI	CDS	1408	1.34	2.35e-03	1.78e-04	0.36	3.75
b2303	folX	CDS	742	1.34	5.00e-28	3.43e-31	0.12	11.62
b4527	ydaF	CDS	24	1.34	2.74e-01	7.56e-02	0.75	1.78
b2979	glcD	CDS	132	1.32	1.11e-01	1.95e-02	0.56	2.34
b3528	dctA	CDS	1970	1.32	2.46e-01	6.38e-02	0.71	1.85
b2679	proX	CDS	808	1.31	1.56e-01	3.16e-02	0.61	2.15
b0770	ybhI	CDS	16	1.29	2.03e-01	4.74e-02	0.65	1.98
b1199	dhaL	CDS	979	1.29	8.81e-03	8.25e-04	0.39	3.34
b3486	rbbA	CDS	1090	1.29	3.94e-07	7.85e-09	0.22	5.77
b3523	yhjE	CDS	759	1.29	4.32e-05	1.63e-06	0.27	4.79
b4341	yjiS	CDS	2	1.29	7.26e-01	4.42e-01	1.67	0.77
b1228	ychS	CDS	7	1.28	6.49e-01	3.55e-01	1.39	0.92
b2172	yeiQ	CDS	262	1.28	2.94e-01	8.46e-02	0.74	1.72
b2789	gudP	CDS	23	1.28	1.60e-01	3.29e-02	0.6	2.13
b3605	lldD	CDS	366	1.28	1.67e-01	3.52e-02	0.61	2.11
b4508	peaD	pseudo	11	1.28	4.30e-01	1.60e-01	0.91	1.4
b1136	icd	CDS	33802	1.27	3.03e-03	2.42e-04	0.35	3.67
b3350	kefB	CDS	373	1.27	1.98e-02	2.14e-03	0.41	3.07
b4655	ythA	CDS	5	1.27	5.45e-01	2.49e-01	1.1	1.15
b4746	yddY	CDS	4	1.27	7.10e-01	4.24e-01	1.59	0.8
b1198	dhaM	CDS	2962	1.26	3.57e-02	4.44e-03	0.44	2.85
b1252	tonB	CDS	2303	1.26	6.06e-02	8.89e-03	0.48	2.62
b2203	napB	CDS	243	1.26	4.26e-01	1.58e-01	0.89	1.41
b2633	yfjQ	CDS	29	1.26	1.18e-01	2.12e-02	0.55	2.3
b2698	recX	CDS	138	1.26	4.74e-04	2.79e-05	0.3	4.19
b4340	yjiR	CDS	314	1.26	9.10e-03	8.54e-04	0.38	3.33
b0078	ilvH	CDS	345	1.25	1.35e-01	2.54e-02	0.56	2.24
b2704	srlB	CDS	32	1.25	5.46e-01	2.50e-01	1.09	1.15
b2975	glcA	CDS	138	1.25	5.38e-02	7.61e-03	0.47	2.67
b4488	ilvG	pseudo	1860	1.25	2.69e-02	3.07e-03	0.42	2.96
b0266	yagB	CDS	120	1.24	4.81e-06	1.38e-07	0.23	5.27
b0077	ilvI	CDS	1033	1.23	7.15e-02	1.11e-02	0.48	2.54
b1873	torY	CDS	18	1.23	5.72e-01	2.75e-01	1.12	1.09
b3540	dppF	CDS	432	1.23	2.33e-01	5.89e-02	0.65	1.89
b4551	yheV	CDS	122	1.23	5.22e-03	4.50e-04	0.35	3.51
b0935	ssuD	CDS	29	1.22	4.40e-02	5.84e-03	0.44	2.76
